Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
Mashrafe Mortaza (BDESH),DNB,-,-,-,-,-,2,v Ireland,Belfast,16-Jul-10
Tamim Iqbal (BDESH),2,4,5,0,0,40,1,v Netherlands,Glasgow,20-Jul-10
Imrul Kayes (BDESH),52,78,50,5,1,104,1,v Netherlands,Glasgow,20-Jul-10
Junaid Siddique (BDESH),31,24,19,4,0,163.15,1,v Netherlands,Glasgow,20-Jul-10
Jahurul Islam (BDESH),41,42,40,4,0,102.5,1,v Netherlands,Glasgow,20-Jul-10
Shakib Al Hasan (BDESH),15,28,20,0,0,75,1,v Netherlands,Glasgow,20-Jul-10
Mushfiqur Rahim (BDESH),0,1,1,0,0,0,1,v Netherlands,Glasgow,20-Jul-10
Mahmudullah (BDESH),28*,39,29,1,0,96.55,1,v Netherlands,Glasgow,20-Jul-10
Mashrafe Mortaza (BDESH),18,19,17,0,1,105.88,1,v Netherlands,Glasgow,20-Jul-10
Abdur Razzak (BDESH),DNB,-,-,-,-,-,1,v Netherlands,Glasgow,20-Jul-10
Nazmul Hossain (BDESH),DNB,-,-,-,-,-,1,v Netherlands,Glasgow,20-Jul-10
Shafiul Islam (BDESH),DNB,-,-,-,-,-,1,v Netherlands,Glasgow,20-Jul-10
ES Szwarczynski (NL),67,62,54,7,3,124.07,2,v Bangladesh,Glasgow,20-Jul-10
AN Kervezee (NL),15,33,16,3,0,93.75,2,v Bangladesh,Glasgow,20-Jul-10
TLW Cooper (NL),8,15,11,1,0,72.72,2,v Bangladesh,Glasgow,20-Jul-10
PW Borren (NL),5,6,6,0,0,83.33,2,v Bangladesh,Glasgow,20-Jul-10
B Zuiderent (NL),35*,63,43,0,1,81.39,2,v Bangladesh,Glasgow,20-Jul-10
W Barresi (NL),64*,56,43,11,0,148.83,2,v Bangladesh,Glasgow,20-Jul-10
BP Kruger (NL),DNB,-,-,-,-,-,2,v Bangladesh,Glasgow,20-Jul-10
Adeel Raja (NL),DNB,-,-,-,-,-,2,v Bangladesh,Glasgow,20-Jul-10
Mudassar Bukhari (NL),DNB,-,-,-,-,-,2,v Bangladesh,Glasgow,20-Jul-10
AF Buurman (NL),DNB,-,-,-,-,-,2,v Bangladesh,Glasgow,20-Jul-10
MBS Jonkman (NL),DNB,-,-,-,-,-,2,v Bangladesh,Glasgow,20-Jul-10
PJ Ingram (NZ),12,23,17,2,0,70.58,1,v India,Dambulla,10-Aug-10
MJ Guptill (NZ),11,9,6,2,0,183.33,1,v India,Dambulla,10-Aug-10
LRPL Taylor (NZ),95,173,113,8,1,84.07,1,v India,Dambulla,10-Aug-10
KS Williamson (NZ),0,7,9,0,0,0,1,v India,Dambulla,10-Aug-10
SB Styris (NZ),89,132,95,9,1,93.68,1,v India,Dambulla,10-Aug-10
JDP Oram (NZ),14,11,10,2,0,140,1,v India,Dambulla,10-Aug-10
GD Elliott (NZ),7,20,13,0,0,53.84,1,v India,Dambulla,10-Aug-10
GJ Hopkins (NZ),10,23,11,0,0,90.9,1,v India,Dambulla,10-Aug-10
DR Tuffey (NZ),19,18,13,2,1,146.15,1,v India,Dambulla,10-Aug-10
KD Mills (NZ),9,9,5,2,0,180,1,v India,Dambulla,10-Aug-10
AJ McKay (NZ),0*,2,1,0,0,0,1,v India,Dambulla,10-Aug-10
KD Karthik (INDIA),14,33,20,2,0,70,2,v New Zealand,Dambulla,10-Aug-10
V Sehwag (INDIA),19,31,23,3,0,82.6,2,v New Zealand,Dambulla,10-Aug-10
RG Sharma (INDIA),4,13,11,0,0,36.36,2,v New Zealand,Dambulla,10-Aug-10
Yuvraj Singh (INDIA),5,50,25,1,0,20,2,v New Zealand,Dambulla,10-Aug-10
SK Raina (INDIA),6,11,6,1,0,100,2,v New Zealand,Dambulla,10-Aug-10
MS Dhoni (INDIA),2,14,9,0,0,22.22,2,v New Zealand,Dambulla,10-Aug-10
RA Jadeja (INDIA),20,60,44,2,0,45.45,2,v New Zealand,Dambulla,10-Aug-10
P Kumar (INDIA),1,12,8,0,0,12.5,2,v New Zealand,Dambulla,10-Aug-10
A Mithun (INDIA),4,25,16,0,0,25,2,v New Zealand,Dambulla,10-Aug-10
A Nehra (INDIA),4,13,11,1,0,36.36,2,v New Zealand,Dambulla,10-Aug-10
PP Ojha (INDIA),0*,5,4,0,0,0,2,v New Zealand,Dambulla,10-Aug-10
BJ Watling (NZ),55,104,68,8,0,80.88,1,v Sri Lanka,Dambulla,13-Aug-10
MJ Guptill (NZ),0,1,1,0,0,0,1,v Sri Lanka,Dambulla,13-Aug-10
LRPL Taylor (NZ),16,46,34,2,0,47.05,1,v Sri Lanka,Dambulla,13-Aug-10
KS Williamson (NZ),0,3,2,0,0,0,1,v Sri Lanka,Dambulla,13-Aug-10
SB Styris (NZ),24,49,33,1,0,72.72,1,v Sri Lanka,Dambulla,13-Aug-10
GJ Hopkins (NZ),11,34,22,0,0,50,1,v Sri Lanka,Dambulla,13-Aug-10
NL McCullum (NZ),36,91,64,0,1,56.25,1,v Sri Lanka,Dambulla,13-Aug-10
DR Tuffey (NZ),0,2,1,0,0,0,1,v Sri Lanka,Dambulla,13-Aug-10
KD Mills (NZ),11,28,25,1,0,44,1,v Sri Lanka,Dambulla,13-Aug-10
TG Southee (NZ),13,48,30,0,0,43.33,1,v Sri Lanka,Dambulla,13-Aug-10
AJ McKay (NZ),4*,17,12,0,0,33.33,1,v Sri Lanka,Dambulla,13-Aug-10
WU Tharanga (SL),70,162,109,9,0,64.22,2,v New Zealand,Dambulla,13-Aug-10
TM Dilshan (SL),5,11,9,1,0,55.55,2,v New Zealand,Dambulla,13-Aug-10
KC Sangakkara (SL),48,82,62,5,0,77.41,2,v New Zealand,Dambulla,13-Aug-10
DPMD Jayawardene (SL),5,23,11,0,0,45.45,2,v New Zealand,Dambulla,13-Aug-10
TT Samaraweera (SL),36*,76,38,4,0,94.73,2,v New Zealand,Dambulla,13-Aug-10
AD Mathews (SL),0,6,1,0,0,0,2,v New Zealand,Dambulla,13-Aug-10
KMDN Kulasekara (SL),7,7,3,0,1,233.33,2,v New Zealand,Dambulla,13-Aug-10
HMRKB Herath (SL),2,5,3,0,0,66.66,2,v New Zealand,Dambulla,13-Aug-10
CK Kapugedera (SL),9*,12,9,1,0,100,2,v New Zealand,Dambulla,13-Aug-10
BAW Mendis (SL),DNB,-,-,-,-,-,2,v New Zealand,Dambulla,13-Aug-10
SL Malinga (SL),DNB,-,-,-,-,-,2,v New Zealand,Dambulla,13-Aug-10
WU Tharanga (SL),0,1,1,0,0,0,1,v India,Dambulla,16-Aug-10
TM Dilshan (SL),45,105,62,5,0,72.58,1,v India,Dambulla,16-Aug-10
KC Sangakkara (SL),2,16,12,0,0,16.66,1,v India,Dambulla,16-Aug-10
DPMD Jayawardene (SL),4,13,11,0,0,36.36,1,v India,Dambulla,16-Aug-10
TT Samaraweera (SL),7,30,23,1,0,30.43,1,v India,Dambulla,16-Aug-10
AD Mathews (SL),15,44,26,2,0,57.69,1,v India,Dambulla,16-Aug-10
CK Kapugedera (SL),10,29,28,0,0,35.71,1,v India,Dambulla,16-Aug-10
S Randiv (SL),43,89,61,4,0,70.49,1,v India,Dambulla,16-Aug-10
KMDN Kulasekara (SL),22,33,30,3,0,73.33,1,v India,Dambulla,16-Aug-10
SL Malinga (SL),5,16,12,1,0,41.66,1,v India,Dambulla,16-Aug-10
CRD Fernando (SL),6*,12,11,0,0,54.54,1,v India,Dambulla,16-Aug-10
KD Karthik (INDIA),10,41,35,0,0,28.57,2,v Sri Lanka,Dambulla,16-Aug-10
V Sehwag (INDIA),99*,165,100,11,2,99,2,v Sri Lanka,Dambulla,16-Aug-10
V Kohli (INDIA),0,5,3,0,0,0,2,v Sri Lanka,Dambulla,16-Aug-10
RG Sharma (INDIA),0,3,2,0,0,0,2,v Sri Lanka,Dambulla,16-Aug-10
SK Raina (INDIA),21,56,35,2,0,60,2,v Sri Lanka,Dambulla,16-Aug-10
MS Dhoni (INDIA),23*,56,38,2,0,60.52,2,v Sri Lanka,Dambulla,16-Aug-10
P Kumar (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,16-Aug-10
I Sharma (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,16-Aug-10
PP Ojha (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,16-Aug-10
A Nehra (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,16-Aug-10
RA Jadeja (INDIA),DNB,-,-,-,-,-,2,v Sri Lanka,Dambulla,16-Aug-10
DF Watts (SCOT),55,134,80,4,1,68.75,1,v Afghanistan,Ayr,16-Aug-10
PL Mommsen (SCOT),5,10,8,1,0,62.5,1,v Afghanistan,Ayr,16-Aug-10
JH Davey (SCOT),7,5,5,1,0,140,1,v Afghanistan,Ayr,16-Aug-10
RD Berrington (SCOT),4,5,6,1,0,66.66,1,v Afghanistan,Ayr,16-Aug-10
GM Hamilton (SCOT),31,78,65,3,0,47.69,1,v Afghanistan,Ayr,16-Aug-10
MM Iqbal (SCOT),5,22,19,0,0,26.31,1,v Afghanistan,Ayr,16-Aug-10
DR Lockhart (SCOT),26,65,45,2,0,57.77,1,v Afghanistan,Ayr,16-Aug-10
RM Haq (SCOT),12,22,19,1,0,63.15,1,v Afghanistan,Ayr,16-Aug-10
MA Parker (SCOT),17,26,21,1,0,80.95,1,v Afghanistan,Ayr,16-Aug-10
GD Drummond (SCOT),35*,32,19,2,2,184.21,1,v Afghanistan,Ayr,16-Aug-10
JD Nel (SCOT),11*,26,17,1,0,64.7,1,v Afghanistan,Ayr,16-Aug-10
Noor Ali Zadran (AFG),6,5,6,0,0,100,2,v Scotland,Ayr,16-Aug-10
Karim Sadiq (AFG),114*,123,108,11,3,105.55,2,v Scotland,Ayr,16-Aug-10
Mohammad Shahzad (AFG),100*,117,72,15,0,138.88,2,v Scotland,Ayr,16-Aug-10
Shapoor Zadran (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Samiullah Shinwari (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Hamid Hassan (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Mirwais Ashraf (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Mohammad Nabi (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Nawroz Mangal (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Javed Ahmadi (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
Asghar Afghan (AFG),DNB,-,-,-,-,-,2,v Scotland,Ayr,16-Aug-10
GC Wilson (IRE),113,160,147,10,0,76.87,1,v Netherlands,Dublin,16-Aug-10
PR Stirling (IRE),40,67,55,4,0,72.72,1,v Netherlands,Dublin,16-Aug-10
AR Cusack (IRE),45,74,56,3,0,80.35,1,v Netherlands,Dublin,16-Aug-10
KJ O'Brien (IRE),26,32,22,2,0,118.18,1,v Netherlands,Dublin,16-Aug-10
JF Mooney (IRE),11,11,9,2,0,122.22,1,v Netherlands,Dublin,16-Aug-10
DT Johnston (IRE),10,9,7,0,1,142.85,1,v Netherlands,Dublin,16-Aug-10
NG Jones (IRE),5*,3,5,0,0,100,1,v Netherlands,Dublin,16-Aug-10
AD Poynter (IRE),0*,1,0,0,0,-,1,v Netherlands,Dublin,16-Aug-10
A van der Merwe (IRE),DNB,-,-,-,-,-,1,v Netherlands,Dublin,16-Aug-10
AR White (IRE),DNB,-,-,-,-,-,1,v Netherlands,Dublin,16-Aug-10
GH Dockrell (IRE),DNB,-,-,-,-,-,1,v Netherlands,Dublin,16-Aug-10
ES Szwarczynski (NL),10,34,24,1,0,41.66,2,v Ireland,Dublin,16-Aug-10
TJ Heggelman (NL),2,11,8,0,0,25,2,v Ireland,Dublin,16-Aug-10
TLW Cooper (NL),68,82,58,10,1,117.24,2,v Ireland,Dublin,16-Aug-10
W Barresi (NL),9,24,22,1,0,40.9,2,v Ireland,Dublin,16-Aug-10
B Zuiderent (NL),16,27,33,2,0,48.48,2,v Ireland,Dublin,16-Aug-10
PW Borren (NL),7,17,17,0,0,41.17,2,v Ireland,Dublin,16-Aug-10
Mudassar Bukhari (NL),29,32,31,1,2,93.54,2,v Ireland,Dublin,16-Aug-10
BP Kruger (NL),9,15,17,0,0,52.94,2,v Ireland,Dublin,16-Aug-10
PM Seelaar (NL),34*,34,36,2,2,94.44,2,v Ireland,Dublin,16-Aug-10
MMA Jonkman (NL),7,16,14,0,0,50,2,v Ireland,Dublin,16-Aug-10
Adeel Raja (NL),6,10,11,0,0,54.54,2,v Ireland,Dublin,16-Aug-10
Karim Sadiq (AFG),0,1,1,0,0,0,1,v Scotland,Ayr,17-Aug-10
Javed Ahmadi (AFG),25,53,32,3,0,78.12,1,v Scotland,Ayr,17-Aug-10
Mohammad Shahzad (AFG),11,15,11,2,0,100,1,v Scotland,Ayr,17-Aug-10
Nawroz Mangal (AFG),6,18,20,0,0,30,1,v Scotland,Ayr,17-Aug-10
Asghar Afghan (AFG),0,7,5,0,0,0,1,v Scotland,Ayr,17-Aug-10
Noor-ul-Haq (AFG),12,72,56,0,0,21.42,1,v Scotland,Ayr,17-Aug-10
Mohammad Nabi (AFG),2,9,8,0,0,25,1,v Scotland,Ayr,17-Aug-10
Samiullah Shinwari (AFG),46,89,74,5,1,62.16,1,v Scotland,Ayr,17-Aug-10
Mirwais Ashraf (AFG),7,18,21,1,0,33.33,1,v Scotland,Ayr,17-Aug-10
Hamid Hassan (AFG),1,13,12,0,0,8.33,1,v Scotland,Ayr,17-Aug-10
Shapoor Zadran (AFG),0*,3,2,0,0,0,1,v Scotland,Ayr,17-Aug-10
GM Hamilton (SCOT),2,18,12,0,0,16.66,2,v Afghanistan,Ayr,17-Aug-10
DF Watts (SCOT),55*,134,100,4,0,55,2,v Afghanistan,Ayr,17-Aug-10
R Flannigan (SCOT),0,10,2,0,0,0,2,v Afghanistan,Ayr,17-Aug-10
JH Davey (SCOT),11,41,36,0,0,30.55,2,v Afghanistan,Ayr,17-Aug-10
RD Berrington (SCOT),33,53,43,5,0,76.74,2,v Afghanistan,Ayr,17-Aug-10
MM Iqbal (SCOT),9*,8,11,1,0,81.81,2,v Afghanistan,Ayr,17-Aug-10
GD Drummond (SCOT),DNB,-,-,-,-,-,2,v Afghanistan,Ayr,17-Aug-10
RT Lyons (SCOT),DNB,-,-,-,-,-,2,v Afghanistan,Ayr,17-Aug-10
DR Lockhart (SCOT),DNB,-,-,-,-,-,2,v Afghanistan,Ayr,17-Aug-10
MA Parker (SCOT),DNB,-,-,-,-,-,2,v Afghanistan,Ayr,17-Aug-10
RM Haq (SCOT),DNB,-,-,-,-,-,2,v Afghanistan,Ayr,17-Aug-10
ES Szwarczynski (NL),2,-,7,0,0,28.57,1,v Ireland,Dublin,18-Aug-10
TJ Heggelman (NL),1,-,9,0,0,11.11,1,v Ireland,Dublin,18-Aug-10
TLW Cooper (NL),25,-,38,5,0,65.78,1,v Ireland,Dublin,18-Aug-10
W Barresi (NL),6,-,25,0,0,24,1,v Ireland,Dublin,18-Aug-10
B Zuiderent (NL),0,-,2,0,0,0,1,v Ireland,Dublin,18-Aug-10
PW Borren (NL),10,-,22,1,0,45.45,1,v Ireland,Dublin,18-Aug-10
Mudassar Bukhari (NL),7,-,27,0,0,25.92,1,v Ireland,Dublin,18-Aug-10
PM Seelaar (NL),34,-,62,5,0,54.83,1,v Ireland,Dublin,18-Aug-10
MMA Jonkman (NL),13,-,37,2,0,35.13,1,v Ireland,Dublin,18-Aug-10
Adeel Raja (NL),3,-,42,0,0,7.14,1,v Ireland,Dublin,18-Aug-10
BP Loots (NL),9*,-,13,0,1,69.23,1,v Ireland,Dublin,18-Aug-10
GC Wilson (IRE),48*,-,53,6,1,90.56,2,v Netherlands,Dublin,18-Aug-10
PR Stirling (IRE),62,-,36,6,5,172.22,2,v Netherlands,Dublin,18-Aug-10
AR Cusack (IRE),15*,-,34,1,0,44.11,2,v Netherlands,Dublin,18-Aug-10
JF Mooney (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
NG Jones (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
DT Johnston (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
AD Poynter (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
KJ O'Brien (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
A van der Merwe (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
AR White (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
GH Dockrell (IRE),DNB,-,-,-,-,-,2,v Netherlands,Dublin,18-Aug-10
JDP Oram (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
DR Tuffey (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
BJ Watling (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
GD Elliott (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
PJ Ingram (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
KD Mills (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
GJ Hopkins (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
KS Williamson (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
SB Styris (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
LRPL Taylor (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
NL McCullum (NZ),TDNB,-,-,-,-,-,-,v Sri Lanka,Dambulla,19-Aug-10
WU Tharanga (SL),12,45,23,2,0,52.17,1,v New Zealand,Dambulla,19-Aug-10
TM Dilshan (SL),44,68,52,8,0,84.61,1,v New Zealand,Dambulla,19-Aug-10
KC Sangakkara (SL),40,79,59,4,0,67.79,1,v New Zealand,Dambulla,19-Aug-10
DPMD Jayawardene (SL),59*,118,72,4,1,81.94,1,v New Zealand,Dambulla,19-Aug-10
LPC Silva (SL),41*,62,57,4,1,71.92,1,v New Zealand,Dambulla,19-Aug-10
CK Kapugedera (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
KMDN Kulasekara (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
HMRKB Herath (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
BAW Mendis (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
AD Mathews (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
SL Malinga (SL),DNB,-,-,-,-,-,1,v New Zealand,Dambulla,19-Aug-10
KD Karthik (INDIA),9,-,25,0,0,36,1,v Sri Lanka,Dambulla,22-Aug-10
V Sehwag (INDIA),12,-,12,2,0,100,1,v Sri Lanka,Dambulla,22-Aug-10
RG Sharma (INDIA),11,-,21,2,0,52.38,1,v Sri Lanka,Dambulla,22-Aug-10
Yuvraj Singh (INDIA),38,-,64,5,1,59.37,1,v Sri Lanka,Dambulla,22-Aug-10
SK Raina (INDIA),8,-,16,1,0,50,1,v Sri Lanka,Dambulla,22-Aug-10
MS Dhoni (INDIA),10,-,16,2,0,62.5,1,v Sri Lanka,Dambulla,22-Aug-10
RA Jadeja (INDIA),0,-,9,0,0,0,1,v Sri Lanka,Dambulla,22-Aug-10
P Kumar (INDIA),0,-,1,0,0,0,1,v Sri Lanka,Dambulla,22-Aug-10
A Nehra (INDIA),2,-,4,0,0,50,1,v Sri Lanka,Dambulla,22-Aug-10
I Sharma (INDIA),3,-,24,0,0,12.5,1,v Sri Lanka,Dambulla,22-Aug-10
PP Ojha (INDIA),2*,-,10,0,0,20,1,v Sri Lanka,Dambulla,22-Aug-10
DPMD Jayawardene (SL),33,-,35,6,0,94.28,2,v India,Dambulla,22-Aug-10
TM Dilshan (SL),35,-,23,8,0,152.17,2,v India,Dambulla,22-Aug-10
WU Tharanga (SL),12*,-,19,2,0,63.15,2,v India,Dambulla,22-Aug-10
KC Sangakkara (SL),13*,-,15,2,0,86.66,2,v India,Dambulla,22-Aug-10
NLTC Perera (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
AD Mathews (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
SL Malinga (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
LPC Silva (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
CK Kapugedera (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
KMDN Kulasekara (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
S Randiv (SL),DNB,-,-,-,-,-,2,v India,Dambulla,22-Aug-10
KD Karthik (INDIA),0,2,3,0,0,0,1,v New Zealand,Dambulla,25-Aug-10
V Sehwag (INDIA),110,136,93,16,1,118.27,1,v New Zealand,Dambulla,25-Aug-10
V Kohli (INDIA),8,22,16,1,0,50,1,v New Zealand,Dambulla,25-Aug-10
Yuvraj Singh (INDIA),6,29,19,1,0,31.57,1,v New Zealand,Dambulla,25-Aug-10
SK Raina (INDIA),1,7,3,0,0,33.33,1,v New Zealand,Dambulla,25-Aug-10
MS Dhoni (INDIA),38,96,75,3,0,50.66,1,v New Zealand,Dambulla,25-Aug-10
RA Jadeja (INDIA),17,27,26,3,0,65.38,1,v New Zealand,Dambulla,25-Aug-10
P Kumar (INDIA),6,19,12,1,0,50,1,v New Zealand,Dambulla,25-Aug-10
A Nehra (INDIA),0,12,12,0,0,0,1,v New Zealand,Dambulla,25-Aug-10
I Sharma (INDIA),8*,22,12,1,0,66.66,1,v New Zealand,Dambulla,25-Aug-10
MM Patel (INDIA),7,15,10,1,0,70,1,v New Zealand,Dambulla,25-Aug-10
BJ Watling (NZ),2,17,11,0,0,18.18,2,v India,Dambulla,25-Aug-10
MJ Guptill (NZ),0,1,1,0,0,0,2,v India,Dambulla,25-Aug-10
LRPL Taylor (NZ),8,21,14,2,0,57.14,2,v India,Dambulla,25-Aug-10
GD Elliott (NZ),11,85,38,1,0,28.94,2,v India,Dambulla,25-Aug-10
SB Styris (NZ),1,20,15,0,0,6.66,2,v India,Dambulla,25-Aug-10
KS Williamson (NZ),13,33,27,1,0,48.14,2,v India,Dambulla,25-Aug-10
GJ Hopkins (NZ),0,4,5,0,0,0,2,v India,Dambulla,25-Aug-10
NL McCullum (NZ),5,27,18,0,0,27.77,2,v India,Dambulla,25-Aug-10
KD Mills (NZ),52,47,35,7,3,148.57,2,v India,Dambulla,25-Aug-10
TG Southee (NZ),10,9,5,1,1,200,2,v India,Dambulla,25-Aug-10
AJ McKay (NZ),3*,29,12,0,0,25,2,v India,Dambulla,25-Aug-10
DPMD Jayawardene (SL),39,97,67,5,0,58.2,1,v India,Dambulla,28-Aug-10
TM Dilshan (SL),110,182,115,12,1,95.65,1,v India,Dambulla,28-Aug-10
WU Tharanga (SL),6,16,9,1,0,66.66,1,v India,Dambulla,28-Aug-10
KC Sangakkara (SL),71,96,62,7,1,114.51,1,v India,Dambulla,28-Aug-10
CK Kapugedera (SL),12,14,10,2,0,120,1,v India,Dambulla,28-Aug-10
AD Mathews (SL),1,9,4,0,0,25,1,v India,Dambulla,28-Aug-10
LPC Silva (SL),26*,29,21,2,0,123.8,1,v India,Dambulla,28-Aug-10
NLTC Perera (SL),6,21,8,0,0,75,1,v India,Dambulla,28-Aug-10
S Randiv (SL),4,3,4,1,0,100,1,v India,Dambulla,28-Aug-10
KMDN Kulasekara (SL),0*,1,0,0,0,-,1,v India,Dambulla,28-Aug-10
SL Malinga (SL),DNB,-,-,-,-,-,1,v India,Dambulla,28-Aug-10
V Sehwag (INDIA),28,30,22,6,0,127.27,2,v Sri Lanka,Dambulla,28-Aug-10
KD Karthik (INDIA),0,3,2,0,0,0,2,v Sri Lanka,Dambulla,28-Aug-10
V Kohli (INDIA),37,98,57,5,0,64.91,2,v Sri Lanka,Dambulla,28-Aug-10
Yuvraj Singh (INDIA),26,46,31,4,0,83.87,2,v Sri Lanka,Dambulla,28-Aug-10
MS Dhoni (INDIA),67,140,100,5,1,67,2,v Sri Lanka,Dambulla,28-Aug-10
SK Raina (INDIA),29,37,28,1,2,103.57,2,v Sri Lanka,Dambulla,28-Aug-10
RG Sharma (INDIA),5,16,9,0,0,55.55,2,v Sri Lanka,Dambulla,28-Aug-10
P Kumar (INDIA),14,20,16,1,1,87.5,2,v Sri Lanka,Dambulla,28-Aug-10
I Sharma (INDIA),0,17,12,0,0,0,2,v Sri Lanka,Dambulla,28-Aug-10
A Nehra (INDIA),2,16,7,0,0,28.57,2,v Sri Lanka,Dambulla,28-Aug-10
MM Patel (INDIA),0*,3,1,0,0,0,2,v Sri Lanka,Dambulla,28-Aug-10
PR Stirling (IRE),35,64,47,3,1,74.46,1,v Canada,Toronto,6-Sep-10
AC Botha (IRE),20,22,19,4,0,105.26,1,v Canada,Toronto,6-Sep-10
AD Poynter (IRE),10,20,12,0,1,83.33,1,v Canada,Toronto,6-Sep-10
KJ O'Brien (IRE),3,9,8,0,0,37.5,1,v Canada,Toronto,6-Sep-10
AR White (IRE),15,29,22,1,0,68.18,1,v Canada,Toronto,6-Sep-10
JF Mooney (IRE),47,68,55,2,0,85.45,1,v Canada,Toronto,6-Sep-10
DT Johnston (IRE),13,26,14,1,0,92.85,1,v Canada,Toronto,6-Sep-10
RD McCann (IRE),17,24,21,1,0,80.95,1,v Canada,Toronto,6-Sep-10
NG Jones (IRE),5,8,6,0,0,83.33,1,v Canada,Toronto,6-Sep-10
A van der Merwe (IRE),4*,9,4,0,0,100,1,v Canada,Toronto,6-Sep-10
GH Dockrell (IRE),2*,1,2,0,0,100,1,v Canada,Toronto,6-Sep-10
H Patel (CAN),10,12,9,1,1,111.11,2,v Ireland,Toronto,6-Sep-10
Rizwan Cheema (CAN),0,5,1,0,0,0,2,v Ireland,Toronto,6-Sep-10
R Gunasekera (CAN),71,132,95,6,0,74.73,2,v Ireland,Toronto,6-Sep-10
A Bagai (CAN),64,124,85,9,0,75.29,2,v Ireland,Toronto,6-Sep-10
ZE Surkari (CAN),3*,8,5,0,0,60,2,v Ireland,Toronto,6-Sep-10
AS Hansra (CAN),1*,4,3,0,0,33.33,2,v Ireland,Toronto,6-Sep-10
H Osinde (CAN),DNB,-,-,-,-,-,2,v Ireland,Toronto,6-Sep-10
WD Balaji Rao (CAN),DNB,-,-,-,-,-,2,v Ireland,Toronto,6-Sep-10
Khurram Chohan (CAN),DNB,-,-,-,-,-,2,v Ireland,Toronto,6-Sep-10
PA Desai (CAN),DNB,-,-,-,-,-,2,v Ireland,Toronto,6-Sep-10
HS Baidwan (CAN),DNB,-,-,-,-,-,2,v Ireland,Toronto,6-Sep-10
PR Stirling (IRE),177,177,134,21,5,132.08,1,v Canada,Toronto,7-Sep-10
AC Botha (IRE),28,55,35,2,1,80,1,v Canada,Toronto,7-Sep-10
AD Poynter (IRE),30,58,62,1,1,48.38,1,v Canada,Toronto,7-Sep-10
NG Jones (IRE),25,37,28,2,0,89.28,1,v Canada,Toronto,7-Sep-10
KJ O'Brien (IRE),7,27,13,0,0,53.84,1,v Canada,Toronto,7-Sep-10
JF Mooney (IRE),25,22,15,3,1,166.66,1,v Canada,Toronto,7-Sep-10
