Player,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
I Sharma (INDIA),4,0,28,0,7,2,v England,Kochi,15-Jan-13
RA Jadeja (INDIA),7,1,12,2,1.71,2,v England,Kochi,15-Jan-13
Yuvraj Singh (INDIA),4,0,19,0,4.75,2,v England,Kochi,15-Jan-13
R Ashwin (INDIA),7,0,39,3,5.57,2,v England,Kochi,15-Jan-13
MS Dhoni (INDIA),DNB,-,-,-,-,2,v England,Kochi,15-Jan-13
V Kohli (INDIA),DNB,-,-,-,-,2,v England,Kochi,15-Jan-13
SK Raina (INDIA),DNB,-,-,-,-,2,v England,Kochi,15-Jan-13
AM Rahane (INDIA),DNB,-,-,-,-,2,v England,Kochi,15-Jan-13
G Gambhir (INDIA),DNB,-,-,-,-,2,v England,Kochi,15-Jan-13
AD Mathews (SL),4,0,10,1,2.5,1,v Australia,Brisbane,18-Jan-13
KMDN Kulasekara (SL),10,2,22,5,2.2,1,v Australia,Brisbane,18-Jan-13
SL Malinga (SL),7,2,14,3,2,1,v Australia,Brisbane,18-Jan-13
NLTC Perera (SL),3,0,14,0,4.66,1,v Australia,Brisbane,18-Jan-13
RMS Eranga (SL),2.4,0,12,1,4.5,1,v Australia,Brisbane,18-Jan-13
BMAJ Mendis (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
DPMD Jayawardene (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
HDRL Thirimanne (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
TM Dilshan (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
WU Tharanga (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
MDKJ Perera (SL),DNB,-,-,-,-,1,v Australia,Brisbane,18-Jan-13
CJ McKay (AUS),8,0,31,1,3.87,2,v Sri Lanka,Brisbane,18-Jan-13
MA Starc (AUS),7,0,25,2,3.57,2,v Sri Lanka,Brisbane,18-Jan-13
MG Johnson (AUS),3,0,11,3,3.66,2,v Sri Lanka,Brisbane,18-Jan-13
MC Henriques (AUS),2,0,7,0,3.5,2,v Sri Lanka,Brisbane,18-Jan-13
MS Wade (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
DJ Hussey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
XJ Doherty (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
MJ Clarke (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
DA Warner (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
GJ Bailey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Brisbane,18-Jan-13
B Kumar (INDIA),10,2,40,1,4,1,v England,Ranchi,19-Jan-13
Mohammed Shami (INDIA),8,0,23,1,2.87,1,v England,Ranchi,19-Jan-13
I Sharma (INDIA),7,0,29,2,4.14,1,v England,Ranchi,19-Jan-13
RA Jadeja (INDIA),6.2,0,19,3,3,1,v England,Ranchi,19-Jan-13
R Ashwin (INDIA),10,0,37,2,3.7,1,v England,Ranchi,19-Jan-13
SK Raina (INDIA),1,0,1,1,1,1,v England,Ranchi,19-Jan-13
V Kohli (INDIA),DNB,-,-,-,-,1,v England,Ranchi,19-Jan-13
Yuvraj Singh (INDIA),DNB,-,-,-,-,1,v England,Ranchi,19-Jan-13
AM Rahane (INDIA),DNB,-,-,-,-,1,v England,Ranchi,19-Jan-13
G Gambhir (INDIA),DNB,-,-,-,-,1,v England,Ranchi,19-Jan-13
MS Dhoni (INDIA),DNB,-,-,-,-,1,v England,Ranchi,19-Jan-13
ST Finn (ENG),9.1,0,50,1,5.45,2,v India,Ranchi,19-Jan-13
JW Dernbach (ENG),5,0,45,0,9,2,v India,Ranchi,19-Jan-13
TT Bresnan (ENG),7,2,31,0,4.42,2,v India,Ranchi,19-Jan-13
JC Tredwell (ENG),7,1,29,2,4.14,2,v India,Ranchi,19-Jan-13
AN Cook (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
C Kieswetter (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
SR Patel (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
IR Bell (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
JE Root (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
EJG Morgan (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
KP Pietersen (ENG),DNB,-,-,-,-,2,v India,Ranchi,19-Jan-13
KD Mills (NZ),8,1,55,1,6.87,1,v South Africa,Paarl,19-Jan-13
MJ McClenaghan (NZ),10,2,20,4,2,1,v South Africa,Paarl,19-Jan-13
NL McCullum (NZ),6,0,34,0,5.66,1,v South Africa,Paarl,19-Jan-13
JEC Franklin (NZ),10,1,44,1,4.4,1,v South Africa,Paarl,19-Jan-13
KS Williamson (NZ),7.2,0,22,4,3,1,v South Africa,Paarl,19-Jan-13
JDS Neesham (NZ),4,0,22,0,5.5,1,v South Africa,Paarl,19-Jan-13
GD Elliott (NZ),1,0,4,0,4,1,v South Africa,Paarl,19-Jan-13
MJ Guptill (NZ),DNB,-,-,-,-,1,v South Africa,Paarl,19-Jan-13
RJ Nicol (NZ),DNB,-,-,-,-,1,v South Africa,Paarl,19-Jan-13
BJ Watling (NZ),DNB,-,-,-,-,1,v South Africa,Paarl,19-Jan-13
BB McCullum (NZ),DNB,-,-,-,-,1,v South Africa,Paarl,19-Jan-13
DW Steyn (SA),10,3,33,0,3.3,2,v New Zealand,Paarl,19-Jan-13
LL Tsotsobe (SA),8,2,43,2,5.37,2,v New Zealand,Paarl,19-Jan-13
RK Kleinveldt (SA),9,0,37,2,4.11,2,v New Zealand,Paarl,19-Jan-13
R McLaren (SA),8.4,0,46,4,5.3,2,v New Zealand,Paarl,19-Jan-13
RJ Peterson (SA),10,0,37,0,3.7,2,v New Zealand,Paarl,19-Jan-13
GC Smith (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
F du Plessis (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
Q de Kock (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
HM Amla (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
CA Ingram (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
AB de Villiers (SA),DNB,-,-,-,-,2,v New Zealand,Paarl,19-Jan-13
AD Mathews (SL),10,1,50,0,5,1,v Australia,Sydney,20-Jan-13
KMDN Kulasekara (SL),10,2,30,3,3,1,v Australia,Sydney,20-Jan-13
SL Malinga (SL),10,2,33,2,3.3,1,v Australia,Sydney,20-Jan-13
NLTC Perera (SL),10,0,64,2,6.4,1,v Australia,Sydney,20-Jan-13
HMRKB Herath (SL),10,0,37,2,3.7,1,v Australia,Sydney,20-Jan-13
TM Dilshan (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
LD Chandimal (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
MDKJ Perera (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
BMAJ Mendis (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
DPMD Jayawardene (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
HDRL Thirimanne (SL),DNB,-,-,-,-,1,v Australia,Sydney,20-Jan-13
CJ McKay (AUS),2,0,13,0,6.5,2,v Sri Lanka,Sydney,20-Jan-13
MA Starc (AUS),1.2,0,1,0,0.75,2,v Sri Lanka,Sydney,20-Jan-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
XJ Doherty (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
MJ Clarke (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
DA Warner (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
GJ Bailey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
MG Johnson (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
MS Wade (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
MC Henriques (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
DJ Hussey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Sydney,20-Jan-13
RK Kleinveldt (SA),10,2,45,2,4.5,1,v New Zealand,Kimberley,22-Jan-13
LL Tsotsobe (SA),10,2,38,2,3.8,1,v New Zealand,Kimberley,22-Jan-13
M Morkel (SA),10,1,71,3,7.1,1,v New Zealand,Kimberley,22-Jan-13
R McLaren (SA),8,0,57,0,7.12,1,v New Zealand,Kimberley,22-Jan-13
RJ Peterson (SA),9,0,45,0,5,1,v New Zealand,Kimberley,22-Jan-13
F du Plessis (SA),3,0,19,0,6.33,1,v New Zealand,Kimberley,22-Jan-13
F Behardien (SA),DNB,-,-,-,-,1,v New Zealand,Kimberley,22-Jan-13
Q de Kock (SA),DNB,-,-,-,-,1,v New Zealand,Kimberley,22-Jan-13
CA Ingram (SA),DNB,-,-,-,-,1,v New Zealand,Kimberley,22-Jan-13
GC Smith (SA),DNB,-,-,-,-,1,v New Zealand,Kimberley,22-Jan-13
DA Miller (SA),DNB,-,-,-,-,1,v New Zealand,Kimberley,22-Jan-13
KD Mills (NZ),9,2,28,2,3.11,2,v South Africa,Kimberley,22-Jan-13
MJ McClenaghan (NZ),10,0,51,0,5.1,2,v South Africa,Kimberley,22-Jan-13
NL McCullum (NZ),10,0,56,1,5.6,2,v South Africa,Kimberley,22-Jan-13
KS Williamson (NZ),3,0,22,0,7.33,2,v South Africa,Kimberley,22-Jan-13
JEC Franklin (NZ),10,0,52,1,5.2,2,v South Africa,Kimberley,22-Jan-13
JDS Neesham (NZ),3.1,0,20,1,6.31,2,v South Africa,Kimberley,22-Jan-13
GD Elliott (NZ),4,0,23,0,5.75,2,v South Africa,Kimberley,22-Jan-13
BJ Watling (NZ),DNB,-,-,-,-,2,v South Africa,Kimberley,22-Jan-13
MJ Guptill (NZ),DNB,-,-,-,-,2,v South Africa,Kimberley,22-Jan-13
BB McCullum (NZ),DNB,-,-,-,-,2,v South Africa,Kimberley,22-Jan-13
C Munro (NZ),DNB,-,-,-,-,2,v South Africa,Kimberley,22-Jan-13
TM Dilshan (SL),7,3,22,1,3.14,1,v Australia,Hobart,23-Jan-13
KMDN Kulasekara (SL),10,1,57,1,5.7,1,v Australia,Hobart,23-Jan-13
AD Mathews (SL),7,0,44,0,6.28,1,v Australia,Hobart,23-Jan-13
SL Malinga (SL),10,1,49,1,4.9,1,v Australia,Hobart,23-Jan-13
HMRKB Herath (SL),10,2,34,0,3.4,1,v Australia,Hobart,23-Jan-13
NLTC Perera (SL),6,0,39,1,6.5,1,v Australia,Hobart,23-Jan-13
MDKJ Perera (SL),DNB,-,-,-,-,1,v Australia,Hobart,23-Jan-13
BMAJ Mendis (SL),DNB,-,-,-,-,1,v Australia,Hobart,23-Jan-13
DPMD Jayawardene (SL),DNB,-,-,-,-,1,v Australia,Hobart,23-Jan-13
HDRL Thirimanne (SL),DNB,-,-,-,-,1,v Australia,Hobart,23-Jan-13
LD Chandimal (SL),DNB,-,-,-,-,1,v Australia,Hobart,23-Jan-13
CJ McKay (AUS),9.3,0,51,2,5.36,2,v Sri Lanka,Hobart,23-Jan-13
MA Starc (AUS),9,0,48,0,5.33,2,v Sri Lanka,Hobart,23-Jan-13
MG Johnson (AUS),10,0,45,2,4.5,2,v Sri Lanka,Hobart,23-Jan-13
XJ Doherty (AUS),8,1,21,3,2.62,2,v Sri Lanka,Hobart,23-Jan-13
MC Henriques (AUS),10,1,32,3,3.2,2,v Sri Lanka,Hobart,23-Jan-13
GJ Maxwell (AUS),2,0,6,0,3,2,v Sri Lanka,Hobart,23-Jan-13
MS Wade (AUS),DNB,-,-,-,-,2,v Sri Lanka,Hobart,23-Jan-13
DJ Hussey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Hobart,23-Jan-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v Sri Lanka,Hobart,23-Jan-13
DA Warner (AUS),DNB,-,-,-,-,2,v Sri Lanka,Hobart,23-Jan-13
GJ Bailey (AUS),DNB,-,-,-,-,2,v Sri Lanka,Hobart,23-Jan-13
B Kumar (INDIA),10,2,30,0,3,1,v England,Mohali,23-Jan-13
Mohammed Shami (INDIA),8,0,58,0,7.25,1,v England,Mohali,23-Jan-13
I Sharma (INDIA),10,2,47,2,4.7,1,v England,Mohali,23-Jan-13
R Ashwin (INDIA),10,0,63,2,6.3,1,v England,Mohali,23-Jan-13
RA Jadeja (INDIA),10,2,39,3,3.9,1,v England,Mohali,23-Jan-13
SK Raina (INDIA),2,0,10,0,5,1,v England,Mohali,23-Jan-13
MS Dhoni (INDIA),DNB,-,-,-,-,1,v England,Mohali,23-Jan-13
Yuvraj Singh (INDIA),DNB,-,-,-,-,1,v England,Mohali,23-Jan-13
V Kohli (INDIA),DNB,-,-,-,-,1,v England,Mohali,23-Jan-13
RG Sharma (INDIA),DNB,-,-,-,-,1,v England,Mohali,23-Jan-13
G Gambhir (INDIA),DNB,-,-,-,-,1,v England,Mohali,23-Jan-13
ST Finn (ENG),10,1,39,1,3.9,2,v India,Mohali,23-Jan-13
TT Bresnan (ENG),10,1,59,1,5.9,2,v India,Mohali,23-Jan-13
JW Dernbach (ENG),9.3,0,59,1,6.21,2,v India,Mohali,23-Jan-13
SR Patel (ENG),3,0,21,0,7,2,v India,Mohali,23-Jan-13
JC Tredwell (ENG),10,0,54,2,5.4,2,v India,Mohali,23-Jan-13
JE Root (ENG),5,0,24,0,4.8,2,v India,Mohali,23-Jan-13
KP Pietersen (ENG),DNB,-,-,-,-,2,v India,Mohali,23-Jan-13
AN Cook (ENG),DNB,-,-,-,-,2,v India,Mohali,23-Jan-13
IR Bell (ENG),DNB,-,-,-,-,2,v India,Mohali,23-Jan-13
JC Buttler (ENG),DNB,-,-,-,-,2,v India,Mohali,23-Jan-13
EJG Morgan (ENG),DNB,-,-,-,-,2,v India,Mohali,23-Jan-13
DW Steyn (SA),10,1,56,0,5.6,1,v New Zealand,Potchefstroom,25-Jan-13
LL Tsotsobe (SA),10,2,45,4,4.5,1,v New Zealand,Potchefstroom,25-Jan-13
RK Kleinveldt (SA),10,1,44,0,4.4,1,v New Zealand,Potchefstroom,25-Jan-13
AM Phangiso (SA),8,0,43,0,5.37,1,v New Zealand,Potchefstroom,25-Jan-13
R McLaren (SA),10,0,52,4,5.2,1,v New Zealand,Potchefstroom,25-Jan-13
F Behardien (SA),2,0,9,0,4.5,1,v New Zealand,Potchefstroom,25-Jan-13
DA Miller (SA),DNB,-,-,-,-,1,v New Zealand,Potchefstroom,25-Jan-13
F du Plessis (SA),DNB,-,-,-,-,1,v New Zealand,Potchefstroom,25-Jan-13
GC Smith (SA),DNB,-,-,-,-,1,v New Zealand,Potchefstroom,25-Jan-13
Q de Kock (SA),DNB,-,-,-,-,1,v New Zealand,Potchefstroom,25-Jan-13
CA Ingram (SA),DNB,-,-,-,-,1,v New Zealand,Potchefstroom,25-Jan-13
KD Mills (NZ),10,0,40,2,4,2,v South Africa,Potchefstroom,25-Jan-13
MJ McClenaghan (NZ),10,0,70,2,7,2,v South Africa,Potchefstroom,25-Jan-13
JDS Neesham (NZ),3,0,22,0,7.33,2,v South Africa,Potchefstroom,25-Jan-13
NL McCullum (NZ),10,1,35,1,3.5,2,v South Africa,Potchefstroom,25-Jan-13
JEC Franklin (NZ),6,0,38,2,6.33,2,v South Africa,Potchefstroom,25-Jan-13
GD Elliott (NZ),3,0,14,0,4.66,2,v South Africa,Potchefstroom,25-Jan-13
KS Williamson (NZ),8,0,40,2,5,2,v South Africa,Potchefstroom,25-Jan-13
BB McCullum (NZ),DNB,-,-,-,-,2,v South Africa,Potchefstroom,25-Jan-13
C Munro (NZ),DNB,-,-,-,-,2,v South Africa,Potchefstroom,25-Jan-13
BJ Watling (NZ),DNB,-,-,-,-,2,v South Africa,Potchefstroom,25-Jan-13
MJ Guptill (NZ),DNB,-,-,-,-,2,v South Africa,Potchefstroom,25-Jan-13
ST Finn (ENG),10,2,27,2,2.7,1,v India,Dharamsala,27-Jan-13
TT Bresnan (ENG),9.4,1,45,4,4.65,1,v India,Dharamsala,27-Jan-13
CR Woakes (ENG),9,1,45,1,5,1,v India,Dharamsala,27-Jan-13
JC Tredwell (ENG),10,1,25,2,2.5,1,v India,Dharamsala,27-Jan-13
JE Root (ENG),5,0,34,0,6.8,1,v India,Dharamsala,27-Jan-13
SR Patel (ENG),6,0,46,1,7.66,1,v India,Dharamsala,27-Jan-13
AN Cook (ENG),DNB,-,-,-,-,1,v India,Dharamsala,27-Jan-13
EJG Morgan (ENG),DNB,-,-,-,-,1,v India,Dharamsala,27-Jan-13
IR Bell (ENG),DNB,-,-,-,-,1,v India,Dharamsala,27-Jan-13
JC Buttler (ENG),DNB,-,-,-,-,1,v India,Dharamsala,27-Jan-13
KP Pietersen (ENG),DNB,-,-,-,-,1,v India,Dharamsala,27-Jan-13
B Kumar (INDIA),9,1,45,0,5,2,v England,Dharamsala,27-Jan-13
Mohammed Shami (INDIA),9,1,46,1,5.11,2,v England,Dharamsala,27-Jan-13
I Sharma (INDIA),10,3,37,1,3.7,2,v England,Dharamsala,27-Jan-13
R Ashwin (INDIA),10,0,50,0,5,2,v England,Dharamsala,27-Jan-13
Yuvraj Singh (INDIA),2,0,15,0,7.5,2,v England,Dharamsala,27-Jan-13
RA Jadeja (INDIA),7.2,0,26,1,3.54,2,v England,Dharamsala,27-Jan-13
SK Raina (INDIA),DNB,-,-,-,-,2,v England,Dharamsala,27-Jan-13
V Kohli (INDIA),DNB,-,-,-,-,2,v England,Dharamsala,27-Jan-13
RG Sharma (INDIA),DNB,-,-,-,-,2,v England,Dharamsala,27-Jan-13
G Gambhir (INDIA),DNB,-,-,-,-,2,v England,Dharamsala,27-Jan-13
MS Dhoni (INDIA),DNB,-,-,-,-,2,v England,Dharamsala,27-Jan-13
CJ McKay (AUS),7,3,10,3,1.42,1,v West Indies,Perth,1-Feb-13
MA Starc (AUS),6.5,2,20,5,2.92,1,v West Indies,Perth,1-Feb-13
JP Faulkner (AUS),5,1,14,2,2.8,1,v West Indies,Perth,1-Feb-13
MG Johnson (AUS),5,0,15,0,3,1,v West Indies,Perth,1-Feb-13
GJ Bailey (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
MS Wade (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
AJ Finch (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
MJ Clarke (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
GJ Maxwell (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
PJ Hughes (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
UT Khawaja (AUS),DNB,-,-,-,-,1,v West Indies,Perth,1-Feb-13
KAJ Roach (WI),2,0,29,0,14.5,2,v Australia,Perth,1-Feb-13
JO Holder (WI),4.2,0,18,1,4.15,2,v Australia,Perth,1-Feb-13
SP Narine (WI),3,0,24,0,8,2,v Australia,Perth,1-Feb-13
DC Thomas (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
CH Gayle (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
KOA Powell (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
DJG Sammy (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
DM Bravo (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
KA Pollard (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
DJ Bravo (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
RR Sarwan (WI),DNB,-,-,-,-,2,v Australia,Perth,1-Feb-13
KAJ Roach (WI),10,0,51,1,5.1,1,v Australia,Perth,3-Feb-13
JO Holder (WI),10,1,56,1,5.6,1,v Australia,Perth,3-Feb-13
DJG Sammy (WI),10,0,48,3,4.8,1,v Australia,Perth,3-Feb-13
DJ Bravo (WI),10,0,67,1,6.7,1,v Australia,Perth,3-Feb-13
SP Narine (WI),10,0,34,1,3.4,1,v Australia,Perth,3-Feb-13
CH Gayle (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
KOA Powell (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
DM Bravo (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
KA Pollard (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
RR Sarwan (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
DC Thomas (WI),DNB,-,-,-,-,1,v Australia,Perth,3-Feb-13
CJ McKay (AUS),6,0,32,0,5.33,2,v West Indies,Perth,3-Feb-13
MA Starc (AUS),8,1,32,5,4,2,v West Indies,Perth,3-Feb-13
JP Faulkner (AUS),7,0,40,0,5.71,2,v West Indies,Perth,3-Feb-13
MG Johnson (AUS),9,0,32,0,3.55,2,v West Indies,Perth,3-Feb-13
GJ Maxwell (AUS),8.1,1,63,4,7.71,2,v West Indies,Perth,3-Feb-13
MS Wade (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
AJ Finch (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
MJ Clarke (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
UT Khawaja (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
GJ Bailey (AUS),DNB,-,-,-,-,2,v West Indies,Perth,3-Feb-13
KAJ Roach (WI),9,1,72,1,8,1,v Australia,Canberra,6-Feb-13
AD Russell (WI),5,0,41,0,8.2,1,v Australia,Canberra,6-Feb-13
DJG Sammy (WI),8,0,49,2,6.12,1,v Australia,Canberra,6-Feb-13
DJ Bravo (WI),7,0,39,1,5.57,1,v Australia,Canberra,6-Feb-13
SP Narine (WI),10,0,55,2,5.5,1,v Australia,Canberra,6-Feb-13
CH Gayle (WI),5,0,36,0,7.2,1,v Australia,Canberra,6-Feb-13
KA Pollard (WI),6,0,36,1,6,1,v Australia,Canberra,6-Feb-13
RR Sarwan (WI),DNB,-,-,-,-,1,v Australia,Canberra,6-Feb-13
DM Bravo (WI),DNB,-,-,-,-,1,v Australia,Canberra,6-Feb-13
DC Thomas (WI),DNB,-,-,-,-,1,v Australia,Canberra,6-Feb-13
KOA Powell (WI),DNB,-,-,-,-,1,v Australia,Canberra,6-Feb-13
CJ McKay (AUS),10,1,62,2,6.2,2,v West Indies,Canberra,6-Feb-13
MA Starc (AUS),7,0,50,1,7.14,2,v West Indies,Canberra,6-Feb-13
MG Johnson (AUS),9,1,59,1,6.55,2,v West Indies,Canberra,6-Feb-13
JP Faulkner (AUS),8.3,1,48,4,5.64,2,v West Indies,Canberra,6-Feb-13
GJ Maxwell (AUS),10,0,44,1,4.4,2,v West Indies,Canberra,6-Feb-13
MJ Clarke (AUS),3,0,23,0,7.66,2,v West Indies,Canberra,6-Feb-13
MS Wade (AUS),DNB,-,-,-,-,2,v West Indies,Canberra,6-Feb-13
GJ Bailey (AUS),DNB,-,-,-,-,2,v West Indies,Canberra,6-Feb-13
AJ Finch (AUS),DNB,-,-,-,-,2,v West Indies,Canberra,6-Feb-13
SR Watson (AUS),DNB,-,-,-,-,2,v West Indies,Canberra,6-Feb-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v West Indies,Canberra,6-Feb-13
CJ McKay (AUS),10,2,41,1,4.1,1,v West Indies,Sydney,8-Feb-13
MG Johnson (AUS),10,1,36,3,3.6,1,v West Indies,Sydney,8-Feb-13
GJ Maxwell (AUS),10,0,34,1,3.4,1,v West Indies,Sydney,8-Feb-13
BCJ Cutting (AUS),10,1,45,3,4.5,1,v West Indies,Sydney,8-Feb-13
JP Faulkner (AUS),9.4,1,62,1,6.41,1,v West Indies,Sydney,8-Feb-13
AJ Finch (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
SR Watson (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
PJ Hughes (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
MS Wade (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
AC Voges (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
MJ Clarke (AUS),DNB,-,-,-,-,1,v West Indies,Sydney,8-Feb-13
TL Best (WI),9.5,0,38,2,3.86,2,v Australia,Sydney,8-Feb-13
AD Russell (WI),6,0,40,1,6.66,2,v Australia,Sydney,8-Feb-13
DJG Sammy (WI),2,0,16,0,8,2,v Australia,Sydney,8-Feb-13
SP Narine (WI),10,1,34,2,3.4,2,v Australia,Sydney,8-Feb-13
DJ Bravo (WI),4,0,25,0,6.25,2,v Australia,Sydney,8-Feb-13
N Deonarine (WI),8,0,38,0,4.75,2,v Australia,Sydney,8-Feb-13
KA Pollard (WI),5,0,22,0,4.4,2,v Australia,Sydney,8-Feb-13
DM Bravo (WI),DNB,-,-,-,-,2,v Australia,Sydney,8-Feb-13
DC Thomas (WI),DNB,-,-,-,-,2,v Australia,Sydney,8-Feb-13
J Charles (WI),DNB,-,-,-,-,2,v Australia,Sydney,8-Feb-13
KOA Powell (WI),DNB,-,-,-,-,2,v Australia,Sydney,8-Feb-13
TL Best (WI),10,1,71,2,7.1,1,v Australia,Melbourne,10-Feb-13
DJG Sammy (WI),10,1,37,0,3.7,1,v Australia,Melbourne,10-Feb-13
KAJ Roach (WI),10,0,52,1,5.2,1,v Australia,Melbourne,10-Feb-13
SP Narine (WI),10,1,27,0,2.7,1,v Australia,Melbourne,10-Feb-13
DJ Bravo (WI),8,0,62,2,7.75,1,v Australia,Melbourne,10-Feb-13
KA Pollard (WI),2,0,15,0,7.5,1,v Australia,Melbourne,10-Feb-13
DM Bravo (WI),DNB,-,-,-,-,1,v Australia,Melbourne,10-Feb-13
N Deonarine (WI),DNB,-,-,-,-,1,v Australia,Melbourne,10-Feb-13
J Charles (WI),DNB,-,-,-,-,1,v Australia,Melbourne,10-Feb-13
DC Thomas (WI),DNB,-,-,-,-,1,v Australia,Melbourne,10-Feb-13
KOA Powell (WI),DNB,-,-,-,-,1,v Australia,Melbourne,10-Feb-13
CJ McKay (AUS),9.5,0,52,3,5.28,2,v West Indies,Melbourne,10-Feb-13
MG Johnson (AUS),10,1,50,3,5,2,v West Indies,Melbourne,10-Feb-13
BCJ Cutting (AUS),10,0,53,1,5.3,2,v West Indies,Melbourne,10-Feb-13
JP Faulkner (AUS),10,0,47,1,4.7,2,v West Indies,Melbourne,10-Feb-13
XJ Doherty (AUS),9,0,46,1,5.11,2,v West Indies,Melbourne,10-Feb-13
AJ Finch (AUS),1,0,2,0,2,2,v West Indies,Melbourne,10-Feb-13
AC Voges (AUS),DNB,-,-,-,-,2,v West Indies,Melbourne,10-Feb-13
SR Watson (AUS),DNB,-,-,-,-,2,v West Indies,Melbourne,10-Feb-13
SE Marsh (AUS),DNB,-,-,-,-,2,v West Indies,Melbourne,10-Feb-13
BJ Haddin (AUS),DNB,-,-,-,-,2,v West Indies,Melbourne,10-Feb-13
PJ Hughes (AUS),DNB,-,-,-,-,2,v West Indies,Melbourne,10-Feb-13
