,Player_Name,Country,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
269,Mahmudullah ,BDESH,3.0,0,12,0,4.00,1,v Zimbabwe,Dhaka,21 Jan 2009
270,Tamim Iqbal ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,21 Jan 2009
271,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,21 Jan 2009
272,Raqibul Hasan ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,21 Jan 2009
273,Mohammad Ashraful ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,21 Jan 2009
274,Mehrab Hossain jnr ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,21 Jan 2009
275,EC Rainsford ,ZIM,9.0,0,33,1,3.66,2,v Bangladesh,Dhaka,21 Jan 2009
276,P Utseya ,ZIM,10.0,1,24,1,2.40,2,v Bangladesh,Dhaka,21 Jan 2009
277,T Mupariwa ,ZIM,8.5,1,35,1,3.96,2,v Bangladesh,Dhaka,21 Jan 2009
278,E Chigumbura ,ZIM,6.0,0,35,0,5.83,2,v Bangladesh,Dhaka,21 Jan 2009
279,RW Price ,ZIM,10.0,0,20,1,2.00,2,v Bangladesh,Dhaka,21 Jan 2009
280,SC Williams ,ZIM,1.0,0,12,0,12.00,2,v Bangladesh,Dhaka,21 Jan 2009
281,H Masakadza ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,21 Jan 2009
282,S Matsikenyeri ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,21 Jan 2009
283,MN Waller ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,21 Jan 2009
284,T Taibu ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,21 Jan 2009
285,V Sibanda ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,21 Jan 2009
286,Shoaib Akhtar ,PAK,6.0,0,45,1,7.50,1,v Sri Lanka,Karachi,21 Jan 2009
287,Sohail Tanvir ,PAK,7.0,0,50,1,7.14,1,v Sri Lanka,Karachi,21 Jan 2009
288,Iftikhar Anjum ,PAK,10.0,1,43,1,4.30,1,v Sri Lanka,Karachi,21 Jan 2009
289,Umar Gul ,PAK,9.0,0,58,4,6.44,1,v Sri Lanka,Karachi,21 Jan 2009
290,Shahid Afridi ,PAK,10.0,0,42,0,4.20,1,v Sri Lanka,Karachi,21 Jan 2009
291,Shoaib Malik ,PAK,8.0,0,51,0,6.37,1,v Sri Lanka,Karachi,21 Jan 2009
292,Kamran Akmal ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,21 Jan 2009
293,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,21 Jan 2009
294,Younis Khan ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,21 Jan 2009
295,Salman Butt ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,21 Jan 2009
296,Khurram Manzoor ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Karachi,21 Jan 2009
297,KMDN Kulasekara ,SL,7.0,0,31,2,4.42,2,v Pakistan,Karachi,21 Jan 2009
298,T Thushara ,SL,5.0,0,24,1,4.80,2,v Pakistan,Karachi,21 Jan 2009
299,MF Maharoof ,SL,5.0,0,31,0,6.20,2,v Pakistan,Karachi,21 Jan 2009
300,BAW Mendis ,SL,6.5,1,29,3,4.24,2,v Pakistan,Karachi,21 Jan 2009
301,ST Jayasuriya ,SL,4.0,1,23,1,5.75,2,v Pakistan,Karachi,21 Jan 2009
302,M Muralitharan ,SL,7.0,1,19,3,2.71,2,v Pakistan,Karachi,21 Jan 2009
303,KC Sangakkara ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,21 Jan 2009
304,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,21 Jan 2009
305,CK Kapugedera ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,21 Jan 2009
306,TM Dilshan ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,21 Jan 2009
307,SHT Kandamby ,SL,DNB,-,-,-,-,2,v Pakistan,Karachi,21 Jan 2009
308,Mashrafe Mortaza ,BDESH,8.0,0,26,3,3.25,1,v Zimbabwe,Dhaka,23 Jan 2009
309,Nazmul Hossain ,BDESH,7.0,0,27,0,3.85,1,v Zimbabwe,Dhaka,23 Jan 2009
310,Shakib Al Hasan ,BDESH,8.0,4,15,3,1.87,1,v Zimbabwe,Dhaka,23 Jan 2009
311,Rubel Hossain ,BDESH,3.0,0,17,1,5.66,1,v Zimbabwe,Dhaka,23 Jan 2009
312,Naeem Islam ,BDESH,4.0,0,13,0,3.25,1,v Zimbabwe,Dhaka,23 Jan 2009
313,Mahmudullah ,BDESH,7.0,0,19,2,2.71,1,v Zimbabwe,Dhaka,23 Jan 2009
314,Mushfiqur Rahim ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23 Jan 2009
315,Raqibul Hasan ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23 Jan 2009
316,Mohammad Ashraful ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23 Jan 2009
317,Mehrab Hossain jnr ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23 Jan 2009
318,Tamim Iqbal ,BDESH,DNB,-,-,-,-,1,v Zimbabwe,Dhaka,23 Jan 2009
319,EC Rainsford ,ZIM,6.0,1,19,0,3.16,2,v Bangladesh,Dhaka,23 Jan 2009
320,CB Mpofu ,ZIM,5.0,1,27,1,5.40,2,v Bangladesh,Dhaka,23 Jan 2009
321,P Utseya ,ZIM,7.0,0,32,0,4.57,2,v Bangladesh,Dhaka,23 Jan 2009
322,E Chigumbura ,ZIM,4.3,0,18,0,4.00,2,v Bangladesh,Dhaka,23 Jan 2009
323,RW Price ,ZIM,7.0,2,9,2,1.28,2,v Bangladesh,Dhaka,23 Jan 2009
324,KM Dabengwa ,ZIM,2.0,0,8,0,4.00,2,v Bangladesh,Dhaka,23 Jan 2009
325,S Matsikenyeri ,ZIM,1.0,0,4,0,4.00,2,v Bangladesh,Dhaka,23 Jan 2009
326,T Taibu ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,23 Jan 2009
327,V Sibanda ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,23 Jan 2009
328,H Masakadza ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,23 Jan 2009
329,SC Williams ,ZIM,DNB,-,-,-,-,2,v Bangladesh,Dhaka,23 Jan 2009
330,DW Steyn ,SA,8.2,1,47,2,5.64,1,v Australia,Sydney,23 Jan 2009
331,M Ntini ,SA,9.0,0,46,2,5.11,1,v Australia,Sydney,23 Jan 2009
332,JH Kallis ,SA,5.0,0,38,0,7.60,1,v Australia,Sydney,23 Jan 2009
333,JA Morkel ,SA,7.0,0,47,0,6.71,1,v Australia,Sydney,23 Jan 2009
334,J Botha ,SA,10.0,0,32,3,3.20,1,v Australia,Sydney,23 Jan 2009
335,JP Duminy ,SA,10.0,0,52,1,5.20,1,v Australia,Sydney,23 Jan 2009
336,AB de Villiers ,SA,DNB,-,-,-,-,1,v Australia,Sydney,23 Jan 2009
337,HM Amla ,SA,DNB,-,-,-,-,1,v Australia,Sydney,23 Jan 2009
338,ND McKenzie ,SA,DNB,-,-,-,-,1,v Australia,Sydney,23 Jan 2009
339,HH Gibbs ,SA,DNB,-,-,-,-,1,v Australia,Sydney,23 Jan 2009
340,MV Boucher ,SA,DNB,-,-,-,-,1,v Australia,Sydney,23 Jan 2009
341,SW Tait ,AUS,9.3,0,55,1,5.78,2,v South Africa,Sydney,23 Jan 2009
342,NW Bracken ,AUS,9.0,2,29,1,3.22,2,v South Africa,Sydney,23 Jan 2009
343,MG Johnson ,AUS,9.0,0,71,1,7.88,2,v South Africa,Sydney,23 Jan 2009
344,JR Hopes ,AUS,10.0,0,48,0,4.80,2,v South Africa,Sydney,23 Jan 2009
345,NM Hauritz ,AUS,9.0,0,60,2,6.66,2,v South Africa,Sydney,23 Jan 2009
346,DA Warner ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
347,MEK Hussey ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
348,DJ Hussey ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
349,BJ Haddin ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
350,SE Marsh ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
351,RT Ponting ,AUS,DNB,-,-,-,-,2,v South Africa,Sydney,23 Jan 2009
352,Umar Gul ,PAK,9.0,2,45,3,5.00,1,v Sri Lanka,Lahore,24 Jan 2009
353,Sohail Khan ,PAK,10.0,1,52,1,5.20,1,v Sri Lanka,Lahore,24 Jan 2009
354,Iftikhar Anjum ,PAK,5.0,0,53,0,10.60,1,v Sri Lanka,Lahore,24 Jan 2009
355,Saeed Ajmal ,PAK,9.0,0,51,0,5.66,1,v Sri Lanka,Lahore,24 Jan 2009
356,Shahid Afridi ,PAK,10.0,0,60,0,6.00,1,v Sri Lanka,Lahore,24 Jan 2009
357,Shoaib Malik ,PAK,7.0,0,43,0,6.14,1,v Sri Lanka,Lahore,24 Jan 2009
358,Salman Butt ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Lahore,24 Jan 2009
359,Kamran Akmal ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Lahore,24 Jan 2009
360,Khurram Manzoor ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Lahore,24 Jan 2009
361,Misbah-ul-Haq ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Lahore,24 Jan 2009
362,Younis Khan ,PAK,DNB,-,-,-,-,1,v Sri Lanka,Lahore,24 Jan 2009
363,KMDN Kulasekara ,SL,7.0,2,17,3,2.42,2,v Pakistan,Lahore,24 Jan 2009
364,T Thushara ,SL,7.0,1,33,3,4.71,2,v Pakistan,Lahore,24 Jan 2009
365,BAW Mendis ,SL,3.0,0,10,1,3.33,2,v Pakistan,Lahore,24 Jan 2009
366,MF Maharoof ,SL,4.0,1,12,1,3.00,2,v Pakistan,Lahore,24 Jan 2009
367,M Muralitharan ,SL,1.5,0,2,2,1.09,2,v Pakistan,Lahore,24 Jan 2009
368,CK Kapugedera ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
369,TM Dilshan ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
370,ST Jayasuriya ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
371,SHT Kandamby ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
372,KC Sangakkara ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
373,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v Pakistan,Lahore,24 Jan 2009
374,DW Steyn ,SA,10.0,1,49,3,4.90,1,v Australia,Adelaide,26 Jan 2009
375,M Ntini ,SA,10.0,1,52,3,5.20,1,v Australia,Adelaide,26 Jan 2009
376,JA Morkel ,SA,6.0,0,35,1,5.83,1,v Australia,Adelaide,26 Jan 2009
377,M Morkel ,SA,9.0,0,41,1,4.55,1,v Australia,Adelaide,26 Jan 2009
378,J Botha ,SA,10.0,0,28,2,2.80,1,v Australia,Adelaide,26 Jan 2009
379,JP Duminy ,SA,3.0,0,15,0,5.00,1,v Australia,Adelaide,26 Jan 2009
380,JH Kallis ,SA,DNB,-,-,-,-,1,v Australia,Adelaide,26 Jan 2009
381,HH Gibbs ,SA,DNB,-,-,-,-,1,v Australia,Adelaide,26 Jan 2009
382,AB de Villiers ,SA,DNB,-,-,-,-,1,v Australia,Adelaide,26 Jan 2009
383,HM Amla ,SA,DNB,-,-,-,-,1,v Australia,Adelaide,26 Jan 2009
384,ND McKenzie ,SA,DNB,-,-,-,-,1,v Australia,Adelaide,26 Jan 2009
385,SW Tait ,AUS,9.0,0,49,0,5.44,2,v South Africa,Adelaide,26 Jan 2009
386,BW Hilfenhaus ,AUS,8.0,0,49,1,6.12,2,v South Africa,Adelaide,26 Jan 2009
387,MG Johnson ,AUS,10.0,0,63,0,6.30,2,v South Africa,Adelaide,26 Jan 2009
388,JR Hopes ,AUS,7.1,0,28,1,3.90,2,v South Africa,Adelaide,26 Jan 2009
389,DJ Hussey ,AUS,4.0,0,29,0,7.25,2,v South Africa,Adelaide,26 Jan 2009
390,BJ Haddin ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
391,RT Ponting ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
392,DA Warner ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
393,CL White ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
394,SE Marsh ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
395,MEK Hussey ,AUS,DNB,-,-,-,-,2,v South Africa,Adelaide,26 Jan 2009
396,PJ Ongondo ,KENYA,3.0,0,19,0,6.33,1,v Zimbabwe,Mombasa,27 Jan 2009
397,NN Odhiambo ,KENYA,5.0,0,57,0,11.40,1,v Zimbabwe,Mombasa,27 Jan 2009
398,LN Onyango ,KENYA,7.0,0,47,1,6.71,1,v Zimbabwe,Mombasa,27 Jan 2009
399,TM Odoyo ,KENYA,7.0,2,38,0,5.42,1,v Zimbabwe,Mombasa,27 Jan 2009
400,HA Varaiya ,KENYA,10.0,0,47,1,4.70,1,v Zimbabwe,Mombasa,27 Jan 2009
401,SO Tikolo ,KENYA,10.0,2,32,2,3.20,1,v Zimbabwe,Mombasa,27 Jan 2009
402,JK Kamande ,KENYA,6.0,0,43,2,7.16,1,v Zimbabwe,Mombasa,27 Jan 2009
403,CO Obuya ,KENYA,2.0,0,18,0,9.00,1,v Zimbabwe,Mombasa,27 Jan 2009
404,MA Ouma ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27 Jan 2009
405,AA Obanda ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27 Jan 2009
406,SR Waters ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,27 Jan 2009
407,EC Rainsford ,ZIM,6.0,0,19,2,3.16,2,v Kenya,Mombasa,27 Jan 2009
408,E Chigumbura ,ZIM,5.0,0,23,2,4.60,2,v Kenya,Mombasa,27 Jan 2009
409,RW Price ,ZIM,8.2,1,40,2,4.80,2,v Kenya,Mombasa,27 Jan 2009
410,H Masakadza ,ZIM,2.0,0,10,0,5.00,2,v Kenya,Mombasa,27 Jan 2009
411,AG Cremer ,ZIM,7.0,1,28,2,4.00,2,v Kenya,Mombasa,27 Jan 2009
412,P Utseya ,ZIM,10.0,0,34,1,3.40,2,v Kenya,Mombasa,27 Jan 2009
413,KM Dabengwa ,ZIM,8.0,0,41,1,5.12,2,v Kenya,Mombasa,27 Jan 2009
414,SC Williams ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,27 Jan 2009
415,S Matsikenyeri ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,27 Jan 2009
416,F Mutizwa ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,27 Jan 2009
417,V Sibanda ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,27 Jan 2009
418,Z Khan ,INDIA,10.0,2,40,1,4.00,1,v Sri Lanka,Dambulla,28 Jan 2009
419,MM Patel ,INDIA,5.0,0,32,0,6.40,1,v Sri Lanka,Dambulla,28 Jan 2009
420,I Sharma ,INDIA,10.0,1,52,3,5.20,1,v Sri Lanka,Dambulla,28 Jan 2009
421,PP Ojha ,INDIA,10.0,0,52,1,5.20,1,v Sri Lanka,Dambulla,28 Jan 2009
422,YK Pathan ,INDIA,7.0,0,32,0,4.57,1,v Sri Lanka,Dambulla,28 Jan 2009
423,SK Raina ,INDIA,4.0,0,16,0,4.00,1,v Sri Lanka,Dambulla,28 Jan 2009
424,RG Sharma ,INDIA,4.0,1,22,0,5.50,1,v Sri Lanka,Dambulla,28 Jan 2009
425,Yuvraj Singh ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28 Jan 2009
426,SR Tendulkar ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28 Jan 2009
427,G Gambhir ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28 Jan 2009
428,MS Dhoni ,INDIA,DNB,-,-,-,-,1,v Sri Lanka,Dambulla,28 Jan 2009
429,KMDN Kulasekara ,SL,7.0,0,32,0,4.57,2,v India,Dambulla,28 Jan 2009
430,T Thushara ,SL,8.0,0,44,1,5.50,2,v India,Dambulla,28 Jan 2009
431,MF Maharoof ,SL,8.0,0,35,1,4.37,2,v India,Dambulla,28 Jan 2009
432,BAW Mendis ,SL,10.0,0,47,0,4.70,2,v India,Dambulla,28 Jan 2009
433,M Muralitharan ,SL,10.0,0,52,1,5.20,2,v India,Dambulla,28 Jan 2009
434,TM Dilshan ,SL,5.1,0,29,0,5.61,2,v India,Dambulla,28 Jan 2009
435,KC Sangakkara ,SL,DNB,-,-,-,-,2,v India,Dambulla,28 Jan 2009
436,DPMD Jayawardene ,SL,DNB,-,-,-,-,2,v India,Dambulla,28 Jan 2009
437,CK Kapugedera ,SL,DNB,-,-,-,-,2,v India,Dambulla,28 Jan 2009
438,ST Jayasuriya ,SL,DNB,-,-,-,-,2,v India,Dambulla,28 Jan 2009
439,SHT Kandamby ,SL,DNB,-,-,-,-,2,v India,Dambulla,28 Jan 2009
440,TM Odoyo ,KENYA,2.0,0,12,0,6.00,1,v Zimbabwe,Mombasa,29 Jan 2009
441,PJ Ongondo ,KENYA,10.0,0,71,1,7.10,1,v Zimbabwe,Mombasa,29 Jan 2009
442,NN Odhiambo ,KENYA,10.0,1,69,1,6.90,1,v Zimbabwe,Mombasa,29 Jan 2009
443,HA Varaiya ,KENYA,6.0,0,38,0,6.33,1,v Zimbabwe,Mombasa,29 Jan 2009
444,SO Tikolo ,KENYA,8.0,0,59,1,7.37,1,v Zimbabwe,Mombasa,29 Jan 2009
445,CO Obuya ,KENYA,9.0,0,57,2,6.33,1,v Zimbabwe,Mombasa,29 Jan 2009
446,JK Kamande ,KENYA,5.0,0,41,1,8.20,1,v Zimbabwe,Mombasa,29 Jan 2009
447,MA Ouma ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29 Jan 2009
448,AA Obanda ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29 Jan 2009
449,KO Otieno ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29 Jan 2009
450,SR Waters ,KENYA,DNB,-,-,-,-,1,v Zimbabwe,Mombasa,29 Jan 2009
451,T Mupariwa ,ZIM,6.0,0,37,1,6.16,2,v Kenya,Mombasa,29 Jan 2009
452,E Chigumbura ,ZIM,6.0,1,35,1,5.83,2,v Kenya,Mombasa,29 Jan 2009
453,RW Price ,ZIM,8.0,0,31,1,3.87,2,v Kenya,Mombasa,29 Jan 2009
454,P Utseya ,ZIM,10.0,0,36,1,3.60,2,v Kenya,Mombasa,29 Jan 2009
455,AG Cremer ,ZIM,10.0,0,40,2,4.00,2,v Kenya,Mombasa,29 Jan 2009
456,KM Dabengwa ,ZIM,5.1,0,21,2,4.06,2,v Kenya,Mombasa,29 Jan 2009
457,MN Waller ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,29 Jan 2009
458,H Masakadza ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,29 Jan 2009
459,V Sibanda ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,29 Jan 2009
460,S Matsikenyeri ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,29 Jan 2009
461,F Mutizwa ,ZIM,DNB,-,-,-,-,2,v Kenya,Mombasa,29 Jan 2009
462,NW Bracken ,AUS,10.0,0,70,0,7.00,1,v South Africa,Perth,30 Jan 2009
463,BW Hilfenhaus ,AUS,10.0,0,43,2,4.30,1,v South Africa,Perth,30 Jan 2009
464,MG Johnson ,AUS,10.0,0,68,1,6.80,1,v South Africa,Perth,30 Jan 2009
465,JR Hopes ,AUS,9.0,1,44,3,4.88,1,v South Africa,Perth,30 Jan 2009
466,MJ Clarke ,AUS,7.0,0,30,0,4.28,1,v South Africa,Perth,30 Jan 2009
467,DJ Hussey ,AUS,4.0,0,24,0,6.00,1,v South Africa,Perth,30 Jan 2009
468,RT Ponting ,AUS,DNB,-,-,-,-,1,v South Africa,Perth,30 Jan 2009
469,DA Warner ,AUS,DNB,-,-,-,-,1,v South Africa,Perth,30 Jan 2009
470,MEK Hussey ,AUS,DNB,-,-,-,-,1,v South Africa,Perth,30 Jan 2009
471,BJ Haddin ,AUS,DNB,-,-,-,-,1,v South Africa,Perth,30 Jan 2009
472,SE Marsh ,AUS,DNB,-,-,-,-,1,v South Africa,Perth,30 Jan 2009
473,M Morkel ,SA,10.0,0,45,2,4.50,2,v Australia,Perth,30 Jan 2009
474,LL Tsotsobe ,SA,9.0,1,50,4,5.55,2,v Australia,Perth,30 Jan 2009
475,WD Parnell ,SA,10.0,0,52,1,5.20,2,v Australia,Perth,30 Jan 2009
476,J Botha ,SA,10.0,0,38,1,3.80,2,v Australia,Perth,30 Jan 2009
477,JA Morkel ,SA,6.0,0,37,0,6.16,2,v Australia,Perth,30 Jan 2009
478,JP Duminy ,SA,4.0,0,21,1,5.25,2,v Australia,Perth,30 Jan 2009
479,VB van Jaarsveld ,SA,DNB,-,-,-,-,2,v Australia,Perth,30 Jan 2009
480,HM Amla ,SA,DNB,-,-,-,-,2,v Australia,Perth,30 Jan 2009
481,HH Gibbs ,SA,DNB,-,-,-,-,2,v Australia,Perth,30 Jan 2009
482,AB de Villiers ,SA,DNB,-,-,-,-,2,v Australia,Perth,30 Jan 2009
483,ND McKenzie ,SA,DNB,-,-,-,-,2,v Australia,Perth,30 Jan 2009
484,CB Mpofu ,ZIM,9.0,3,31,2,3.44,1,v Kenya,Nairobi (Gym),31 Jan 2009
485,E Chigumbura ,ZIM,7.0,0,43,0,6.14,1,v Kenya,Nairobi (Gym),31 Jan 2009
486,RW Price ,ZIM,8.3,1,41,2,4.82,1,v Kenya,Nairobi (Gym),31 Jan 2009
487,AG Cremer ,ZIM,10.0,1,39,4,3.90,1,v Kenya,Nairobi (Gym),31 Jan 2009
488,P Utseya ,ZIM,9.0,0,39,2,4.33,1,v Kenya,Nairobi (Gym),31 Jan 2009
489,H Masakadza ,ZIM,3.0,0,21,0,7.00,1,v Kenya,Nairobi (Gym),31 Jan 2009
490,KM Dabengwa ,ZIM,3.0,0,19,0,6.33,1,v Kenya,Nairobi (Gym),31 Jan 2009
491,MN Waller ,ZIM,DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31 Jan 2009
492,V Sibanda ,ZIM,DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31 Jan 2009
493,S Matsikenyeri ,ZIM,DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31 Jan 2009
494,F Mutizwa ,ZIM,DNB,-,-,-,-,1,v Kenya,Nairobi (Gym),31 Jan 2009
495,PJ Ongondo ,KENYA,9.0,3,42,2,4.66,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
496,NN Odhiambo ,KENYA,8.0,2,54,1,6.75,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
497,RL Bhudia ,KENYA,8.0,3,23,1,2.87,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
498,CO Obuya ,KENYA,10.0,0,49,0,4.90,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
499,SO Tikolo ,KENYA,8.0,1,39,1,4.87,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
500,JK Kamande ,KENYA,5.2,0,23,1,4.31,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
501,AA Obanda ,KENYA,DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
502,KO Otieno ,KENYA,DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
503,SR Waters ,KENYA,DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
504,MA Ouma ,KENYA,DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
505,RR Patel ,KENYA,DNB,-,-,-,-,2,v Zimbabwe,Nairobi (Gym),31 Jan 2009
506,KMDN Kulasekara ,SL,9.0,0,61,2,6.77,1,v India,Colombo (RPS),31 Jan 2009
507,T Thushara ,SL,8.0,0,59,0,7.37,1,v India,Colombo (RPS),31 Jan 2009
508,MF Maharoof ,SL,10.0,0,40,2,4.00,1,v India,Colombo (RPS),31 Jan 2009
509,BAW Mendis ,SL,10.0,0,44,2,4.40,1,v India,Colombo (RPS),31 Jan 2009
510,M Muralitharan ,SL,10.0,1,32,0,3.20,1,v India,Colombo (RPS),31 Jan 2009
511,TM Dilshan ,SL,3.0,0,19,1,6.33,1,v India,Colombo (RPS),31 Jan 2009
512,CK Kapugedera ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),31 Jan 2009
513,ST Jayasuriya ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),31 Jan 2009
514,SHT Kandamby ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),31 Jan 2009
515,KC Sangakkara ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),31 Jan 2009
516,DPMD Jayawardene ,SL,DNB,-,-,-,-,1,v India,Colombo (RPS),31 Jan 2009
517,Z Khan ,INDIA,10.0,0,56,1,5.60,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
518,P Kumar ,INDIA,8.2,1,22,1,2.64,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
519,I Sharma ,INDIA,10.0,1,57,4,5.70,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
520,PP Ojha ,INDIA,7.0,0,39,1,5.57,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
521,YK Pathan ,INDIA,5.0,0,21,0,4.20,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
522,V Sehwag ,INDIA,5.0,0,19,0,3.80,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
523,SK Raina ,INDIA,4.0,0,19,0,4.75,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
524,G Gambhir ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
525,MS Dhoni ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
526,Yuvraj Singh ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
527,SR Tendulkar ,INDIA,DNB,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31 Jan 2009
528,KD Mills ,NZ,9.4,0,35,4,3.62,1,v Australia,Perth,1 Feb 2009
529,TG Southee ,NZ,10.0,0,34,1,3.40,1,v Australia,Perth,1 Feb 2009
530,IE O'Brien ,NZ,10.0,1,43,2,4.30,1,v Australia,Perth,1 Feb 2009
531,DL Vettori ,NZ,10.0,0,22,0,2.20,1,v Australia,Perth,1 Feb 2009
532,JS Patel ,NZ,9.0,0,47,1,5.22,1,v Australia,Perth,1 Feb 2009
533,LRPL Taylor ,NZ,DNB,-,-,-,-,1,v Australia,Perth,1 Feb 2009
534,GD Elliott ,NZ,DNB,-,-,-,-,1,v Australia,Perth,1 Feb 2009
535,NT Broom ,NZ,DNB,-,-,-,-,1,v Australia,Perth,1 Feb 2009
