Date,Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Runs_only,Not_Outs
2009-01-23,Shakib Al Hasan (BDESH),33*,60,36,4,0,91.66,2,v Zimbabwe,Dhaka,33*,1
2009-01-23,Mushfiqur Rahim (BDESH),20*,36,31,3,0,64.51,2,v Zimbabwe,Dhaka,20*,1
2009-01-23,SE Marsh (AUS),43,119,63,4,0,68.25,1,v South Africa,Sydney,43,0
2009-01-23,DA Warner (AUS),69,96,60,6,2,115,1,v South Africa,Sydney,69,0
2009-01-23,RT Ponting (AUS),29,50,27,3,0,107.4,1,v South Africa,Sydney,29,0
2009-01-23,MEK Hussey (AUS),12,17,15,1,0,80,1,v South Africa,Sydney,12,0
2009-01-23,DJ Hussey (AUS),36,70,44,2,0,81.81,1,v South Africa,Sydney,36,0
2009-01-23,BJ Haddin (AUS),6,14,15,0,0,40,1,v South Africa,Sydney,6,0
2009-01-23,JR Hopes (AUS),33,68,56,2,0,58.92,1,v South Africa,Sydney,33,0
2009-01-23,MG Johnson (AUS),10,8,6,2,0,166.66,1,v South Africa,Sydney,10,0
2009-01-23,NM Hauritz (AUS),7,6,4,1,0,175,1,v South Africa,Sydney,7,0
2009-01-23,NW Bracken (AUS),6*,15,5,0,0,120,1,v South Africa,Sydney,6*,1
2009-01-23,SW Tait (AUS),0,7,1,0,0,0,1,v South Africa,Sydney,0,0
2009-01-23,HM Amla (SA),13,27,19,1,0,68.42,2,v Australia,Sydney,13,0
2009-01-23,HH Gibbs (SA),64,74,52,10,1,123.07,2,v Australia,Sydney,64,0
2009-01-23,JH Kallis (SA),60,91,72,5,0,83.33,2,v Australia,Sydney,60,0
2009-01-23,AB de Villiers (SA),5,13,4,1,0,125,2,v Australia,Sydney,5,0
2009-01-23,JP Duminy (SA),9,27,23,1,0,39.13,2,v Australia,Sydney,9,0
2009-01-23,ND McKenzie (SA),27,60,42,2,0,64.28,2,v Australia,Sydney,27,0
2009-01-23,MV Boucher (SA),31*,97,44,1,0,70.45,2,v Australia,Sydney,31*,1
2009-01-23,JA Morkel (SA),40,33,22,6,1,181.81,2,v Australia,Sydney,40,0
2009-01-23,J Botha (SA),4*,5,3,1,0,133.33,2,v Australia,Sydney,4*,1
2009-01-24,TM Dilshan (SL),137*,221,139,10,0,98.56,1,v Pakistan,Lahore,137*,1
2009-01-24,ST Jayasuriya (SL),45,83,50,5,1,90,1,v Pakistan,Lahore,45,0
2009-01-24,KC Sangakkara (SL),50,63,58,2,0,86.2,1,v Pakistan,Lahore,50,0
2009-01-24,SHT Kandamby (SL),32,33,34,2,0,94.11,1,v Pakistan,Lahore,32,0
2009-01-24,DPMD Jayawardene (SL),18,23,12,3,0,150,1,v Pakistan,Lahore,18,0
2009-01-24,CK Kapugedera (SL),0,1,2,0,0,0,1,v Pakistan,Lahore,0,0
2009-01-24,MF Maharoof (SL),8*,10,6,1,0,133.33,1,v Pakistan,Lahore,8*,1
2009-01-24,Khurram Manzoor (PAK),3,28,19,0,0,15.78,2,v Sri Lanka,Lahore,3,0
2009-01-24,Younis Khan (PAK),4,8,6,1,0,66.66,2,v Sri Lanka,Lahore,4,0
2009-01-24,Salman Butt (PAK),0,2,1,0,0,0,2,v Sri Lanka,Lahore,0,0
2009-01-24,Kamran Akmal (PAK),9,12,12,1,0,75,2,v Sri Lanka,Lahore,9,0
2009-01-24,Shoaib Malik (PAK),19,63,32,2,0,59.37,2,v Sri Lanka,Lahore,19,0
2009-01-24,Misbah-ul-Haq (PAK),0,7,7,0,0,0,2,v Sri Lanka,Lahore,0,0
2009-01-24,Shahid Afridi (PAK),0,5,3,0,0,0,2,v Sri Lanka,Lahore,0,0
2009-01-24,Umar Gul (PAK),27,43,35,3,1,77.14,2,v Sri Lanka,Lahore,27,0
2009-01-24,Iftikhar Anjum (PAK),0,9,5,0,0,0,2,v Sri Lanka,Lahore,0,0
2009-01-24,Sohail Khan (PAK),4,14,9,1,0,44.44,2,v Sri Lanka,Lahore,4,0
2009-01-24,Saeed Ajmal (PAK),2*,7,8,0,0,25,2,v Sri Lanka,Lahore,2*,1
2009-01-26,SE Marsh (AUS),13,14,9,3,0,144.44,1,v South Africa,Adelaide,13,0
2009-01-26,DA Warner (AUS),1,9,7,0,0,14.28,1,v South Africa,Adelaide,1,0
2009-01-26,RT Ponting (AUS),63,87,70,9,0,90,1,v South Africa,Adelaide,63,0
2009-01-26,MEK Hussey (AUS),28,75,37,1,1,75.67,1,v South Africa,Adelaide,28,0
2009-01-26,DJ Hussey (AUS),24,41,29,3,0,82.75,1,v South Africa,Adelaide,24,0
2009-01-26,BJ Haddin (AUS),3,9,10,0,0,30,1,v South Africa,Adelaide,3,0
2009-01-26,CL White (AUS),30,61,54,1,1,55.55,1,v South Africa,Adelaide,30,0
2009-01-26,JR Hopes (AUS),42,67,44,2,1,95.45,1,v South Africa,Adelaide,42,0
2009-01-26,MG Johnson (AUS),0,7,7,0,0,0,1,v South Africa,Adelaide,0,0
2009-01-26,BW Hilfenhaus (AUS),5,32,17,0,0,29.41,1,v South Africa,Adelaide,5,0
2009-01-26,SW Tait (AUS),4*,8,6,0,0,66.66,1,v South Africa,Adelaide,4*,1
2009-01-26,HM Amla (SA),80*,157,103,7,0,77.66,2,v Australia,Adelaide,80*,1
2009-01-26,HH Gibbs (SA),38,36,29,8,0,131.03,2,v Australia,Adelaide,38,0
2009-01-26,JH Kallis (SA),13,13,12,3,0,108.33,2,v Australia,Adelaide,13,0
2009-01-26,AB de Villiers (SA),82*,106,85,6,1,96.47,2,v Australia,Adelaide,82*,1
2009-01-27,H Masakadza (ZIM),71,-,61,11,1,116.39,1,v Kenya,Mombasa,71,0
2009-01-27,V Sibanda (ZIM),77,-,130,8,1,59.23,1,v Kenya,Mombasa,77,0
2009-01-27,S Matsikenyeri (ZIM),6,-,21,0,0,28.57,1,v Kenya,Mombasa,6,0
2009-01-27,SC Williams (ZIM),11,-,26,1,0,42.3,1,v Kenya,Mombasa,11,0
2009-01-27,E Chigumbura (ZIM),79,-,38,3,7,207.89,1,v Kenya,Mombasa,79,0
2009-01-27,F Mutizwa (ZIM),20,-,16,3,0,125,1,v Kenya,Mombasa,20,0
2009-01-27,KM Dabengwa (ZIM),17,-,5,1,2,340,1,v Kenya,Mombasa,17,0
2009-01-27,RW Price (ZIM),6*,-,4,1,0,150,1,v Kenya,Mombasa,6*,1
2009-01-27,P Utseya (ZIM),2*,-,2,0,0,100,1,v Kenya,Mombasa,2*,1
2009-01-27,MA Ouma (KENYA),3,-,16,0,0,18.75,2,v Zimbabwe,Mombasa,3,0
2009-01-27,SR Waters (KENYA),32,-,44,5,0,72.72,2,v Zimbabwe,Mombasa,32,0
2009-01-27,AA Obanda (KENYA),6,-,6,0,1,100,2,v Zimbabwe,Mombasa,6,0
2009-01-27,SO Tikolo (KENYA),37,-,43,4,0,86.04,2,v Zimbabwe,Mombasa,37,0
2009-01-27,CO Obuya (KENYA),0,-,5,0,0,0,2,v Zimbabwe,Mombasa,0,0
2009-01-27,JK Kamande (KENYA),74,-,86,6,2,86.04,2,v Zimbabwe,Mombasa,74,0
2009-01-27,TM Odoyo (KENYA),0,-,5,0,0,0,2,v Zimbabwe,Mombasa,0,0
2009-01-27,HA Varaiya (KENYA),34,-,64,2,0,53.12,2,v Zimbabwe,Mombasa,34,0
2009-01-27,NN Odhiambo (KENYA),2,-,6,0,0,33.33,2,v Zimbabwe,Mombasa,2,0
2009-01-27,LN Onyango (KENYA),2*,-,2,0,0,100,2,v Zimbabwe,Mombasa,2*,1
2009-01-27,PJ Ongondo (KENYA),0,-,2,0,0,0,2,v Zimbabwe,Mombasa,0,0
2009-01-28,TM Dilshan (SL),0,3,3,0,0,0,1,v India,Dambulla,0,0
2009-01-28,ST Jayasuriya (SL),107,166,114,10,1,93.85,1,v India,Dambulla,107,0
2009-01-28,KC Sangakkara (SL),44,113,86,2,0,51.16,1,v India,Dambulla,44,0
2009-01-28,SHT Kandamby (SL),17,41,32,1,0,53.12,1,v India,Dambulla,17,0
2009-01-28,MF Maharoof (SL),35,41,27,2,1,129.62,1,v India,Dambulla,35,0
2009-01-28,DPMD Jayawardene (SL),11,27,19,0,0,57.89,1,v India,Dambulla,11,0
2009-01-28,CK Kapugedera (SL),15,23,11,0,1,136.36,1,v India,Dambulla,15,0
2009-01-28,T Thushara (SL),12*,16,10,0,1,120,1,v India,Dambulla,12*,1
2009-01-28,KMDN Kulasekara (SL),0*,1,0,0,0,-,1,v India,Dambulla,0*,1
2009-01-28,G Gambhir (INDIA),62,105,68,5,0,91.17,2,v Sri Lanka,Dambulla,62,0
2009-01-28,SR Tendulkar (INDIA),5,15,16,0,0,31.25,2,v Sri Lanka,Dambulla,5,0
2009-01-28,SK Raina (INDIA),54,100,71,3,1,76.05,2,v Sri Lanka,Dambulla,54,0
2009-01-28,Yuvraj Singh (INDIA),23,52,40,2,0,57.5,2,v Sri Lanka,Dambulla,23,0
2009-01-28,MS Dhoni (INDIA),61*,85,65,5,0,93.84,2,v Sri Lanka,Dambulla,61*,1
2009-01-28,RG Sharma (INDIA),25*,44,30,3,0,83.33,2,v Sri Lanka,Dambulla,25*,1
2009-01-29,H Masakadza (ZIM),23,-,28,3,0,82.14,1,v Kenya,Mombasa,23,0
2009-01-29,V Sibanda (ZIM),41,-,56,3,1,73.21,1,v Kenya,Mombasa,41,0
2009-01-29,S Matsikenyeri (ZIM),90,-,95,8,1,94.73,1,v Kenya,Mombasa,90,0
2009-01-29,KM Dabengwa (ZIM),25,-,29,2,0,86.2,1,v Kenya,Mombasa,25,0
2009-01-29,MN Waller (ZIM),63,-,54,8,0,116.66,1,v Kenya,Mombasa,63,0
2009-01-29,E Chigumbura (ZIM),68,-,29,10,3,234.48,1,v Kenya,Mombasa,68,0
2009-01-29,F Mutizwa (ZIM),5,-,4,1,0,125,1,v Kenya,Mombasa,5,0
2009-01-29,P Utseya (ZIM),5*,-,6,0,0,83.33,1,v Kenya,Mombasa,5*,1
2009-01-29,RW Price (ZIM),1*,-,1,0,0,100,1,v Kenya,Mombasa,1*,1
2009-01-29,SR Waters (KENYA),0,-,3,0,0,0,2,v Zimbabwe,Mombasa,0,0
2009-01-29,KO Otieno (KENYA),37,-,50,5,0,74,2,v Zimbabwe,Mombasa,37,0
2009-01-29,AA Obanda (KENYA),2,-,9,0,0,22.22,2,v Zimbabwe,Mombasa,2,0
2009-01-29,SO Tikolo (KENYA),56,-,48,6,2,116.66,2,v Zimbabwe,Mombasa,56,0
2009-01-29,MA Ouma (KENYA),29,-,43,1,0,67.44,2,v Zimbabwe,Mombasa,29,0
2009-01-29,JK Kamande (KENYA),8,-,8,1,0,100,2,v Zimbabwe,Mombasa,8,0
2009-01-29,CO Obuya (KENYA),21,-,43,1,0,48.83,2,v Zimbabwe,Mombasa,21,0
2009-01-29,HA Varaiya (KENYA),17,-,39,1,0,43.58,2,v Zimbabwe,Mombasa,17,0
2009-01-29,NN Odhiambo (KENYA),3,-,9,0,0,33.33,2,v Zimbabwe,Mombasa,3,0
2009-01-29,PJ Ongondo (KENYA),18*,-,19,0,2,94.73,2,v Zimbabwe,Mombasa,18*,1
2009-01-29,TM Odoyo (KENYA),absent,-,-,-,-,-,2,v Zimbabwe,Mombasa,absent,0
2009-01-30,HM Amla (SA),97,156,117,6,1,82.9,1,v Australia,Perth,97,0
2009-01-30,HH Gibbs (SA),7,18,15,0,0,46.66,1,v Australia,Perth,7,0
2009-01-30,ND McKenzie (SA),10,33,28,1,0,35.71,1,v Australia,Perth,10,0
2009-01-30,AB de Villiers (SA),60,85,71,4,0,84.5,1,v Australia,Perth,60,0
2009-01-30,JP Duminy (SA),60*,64,42,3,3,142.85,1,v Australia,Perth,60*,1
2009-01-30,JA Morkel (SA),14,12,12,2,0,116.66,1,v Australia,Perth,14,0
2009-01-30,VB van Jaarsveld (SA),5,18,8,0,0,62.5,1,v Australia,Perth,5,0
2009-01-30,J Botha (SA),14*,12,7,2,0,200,1,v Australia,Perth,14*,1
2009-01-30,SE Marsh (AUS),5,8,11,1,0,45.45,2,v South Africa,Perth,5,0
2009-01-30,DA Warner (AUS),22,58,29,1,1,75.86,2,v South Africa,Perth,22,0
2009-01-30,RT Ponting (AUS),12,25,20,2,0,60,2,v South Africa,Perth,12,0
2009-01-30,MJ Clarke (AUS),0,5,4,0,0,0,2,v South Africa,Perth,0,0
2009-01-30,MEK Hussey (AUS),78,123,96,5,1,81.25,2,v South Africa,Perth,78,0
2009-01-30,DJ Hussey (AUS),32,62,51,1,0,62.74,2,v South Africa,Perth,32,0
2009-01-30,BJ Haddin (AUS),63,92,50,5,1,126,2,v South Africa,Perth,63,0
2009-01-30,JR Hopes (AUS),11,23,14,0,0,78.57,2,v South Africa,Perth,11,0
2009-01-30,MG Johnson (AUS),5,18,9,0,0,55.55,2,v South Africa,Perth,5,0
2009-01-30,NW Bracken (AUS),5,13,8,0,0,62.5,2,v South Africa,Perth,5,0
2009-01-30,BW Hilfenhaus (AUS),1*,4,3,0,0,33.33,2,v South Africa,Perth,1*,1
2009-01-31,SR Waters (KENYA),0,-,1,0,0,0,1,v Zimbabwe,Nairobi (Gym),0,0
2009-01-31,KO Otieno (KENYA),19,-,39,4,0,48.71,1,v Zimbabwe,Nairobi (Gym),19,0
2009-01-31,AA Obanda (KENYA),49,-,70,6,2,70,1,v Zimbabwe,Nairobi (Gym),49,0
2009-01-31,SO Tikolo (KENYA),22,-,32,2,0,68.75,1,v Zimbabwe,Nairobi (Gym),22,0
2009-01-31,MA Ouma (KENYA),33,-,43,1,0,76.74,1,v Zimbabwe,Nairobi (Gym),33,0
2009-01-31,JK Kamande (KENYA),0,-,2,0,0,0,1,v Zimbabwe,Nairobi (Gym),0,0
2009-01-31,CO Obuya (KENYA),55,-,63,4,1,87.3,1,v Zimbabwe,Nairobi (Gym),55,0
2009-01-31,RR Patel (KENYA),3,-,10,0,0,30,1,v Zimbabwe,Nairobi (Gym),3,0
2009-01-31,RL Bhudia (KENYA),22,-,15,1,1,146.66,1,v Zimbabwe,Nairobi (Gym),22,0
2009-01-31,NN Odhiambo (KENYA),23,-,19,4,0,121.05,1,v Zimbabwe,Nairobi (Gym),23,0
2009-01-31,PJ Ongondo (KENYA),5*,-,4,0,0,125,1,v Zimbabwe,Nairobi (Gym),5*,1
2009-01-31,H Masakadza (ZIM),24,-,29,4,0,82.75,2,v Kenya,Nairobi (Gym),24,0
2009-01-31,V Sibanda (ZIM),18,-,30,3,0,60,2,v Kenya,Nairobi (Gym),18,0
2009-01-31,S Matsikenyeri (ZIM),6,-,22,0,0,27.27,2,v Kenya,Nairobi (Gym),6,0
2009-01-31,KM Dabengwa (ZIM),17,-,50,2,0,34,2,v Kenya,Nairobi (Gym),17,0
2009-01-31,MN Waller (ZIM),5,-,19,0,0,26.31,2,v Kenya,Nairobi (Gym),5,0
2009-01-31,E Chigumbura (ZIM),43,-,50,5,0,86,2,v Kenya,Nairobi (Gym),43,0
2009-01-31,P Utseya (ZIM),68*,-,65,6,2,104.61,2,v Kenya,Nairobi (Gym),68*,1
2009-01-31,F Mutizwa (ZIM),38*,-,27,3,2,140.74,2,v Kenya,Nairobi (Gym),38*,1
2009-01-31,V Sehwag (INDIA),42,58,26,7,0,161.53,1,v Sri Lanka,Colombo (RPS),42,0
2009-01-31,SR Tendulkar (INDIA),6,11,9,0,0,66.66,1,v Sri Lanka,Colombo (RPS),6,0
2009-01-31,G Gambhir (INDIA),27,31,28,4,0,96.42,1,v Sri Lanka,Colombo (RPS),27,0
2009-01-31,Yuvraj Singh (INDIA),66,100,88,7,1,75,1,v Sri Lanka,Colombo (RPS),66,0
2009-01-31,SK Raina (INDIA),29,74,43,0,1,67.44,1,v Sri Lanka,Colombo (RPS),29,0
2009-01-31,MS Dhoni (INDIA),23,55,35,0,0,65.71,1,v Sri Lanka,Colombo (RPS),23,0
2009-01-31,YK Pathan (INDIA),21,33,28,2,0,75,1,v Sri Lanka,Colombo (RPS),21,0
2009-01-31,Z Khan (INDIA),17,35,23,0,1,73.91,1,v Sri Lanka,Colombo (RPS),17,0
2009-01-31,P Kumar (INDIA),15,22,21,1,0,71.42,1,v Sri Lanka,Colombo (RPS),15,0
2009-01-31,PP Ojha (INDIA),0*,1,0,0,0,-,1,v Sri Lanka,Colombo (RPS),0*,1
2009-01-31,TM Dilshan (SL),8,13,8,1,0,100,2,v India,Colombo (RPS),8,0
2009-01-31,ST Jayasuriya (SL),17,35,24,1,0,70.83,2,v India,Colombo (RPS),17,0
2009-01-31,KC Sangakkara (SL),4,28,8,0,0,50,2,v India,Colombo (RPS),4,0
2009-01-31,DPMD Jayawardene (SL),52,117,75,1,1,69.33,2,v India,Colombo (RPS),52,0
2009-01-31,SHT Kandamby (SL),93*,195,129,9,0,72.09,2,v India,Colombo (RPS),93*,1
2009-01-31,CK Kapugedera (SL),31,36,29,3,0,106.89,2,v India,Colombo (RPS),31,0
2009-01-31,MF Maharoof (SL),7,13,6,1,0,116.66,2,v India,Colombo (RPS),7,0
2009-01-31,T Thushara (SL),7,15,8,0,0,87.5,2,v India,Colombo (RPS),7,0
2009-01-31,M Muralitharan (SL),3,7,5,0,0,60,2,v India,Colombo (RPS),3,0
2009-01-31,KMDN Kulasekara (SL),1,5,4,0,0,25,2,v India,Colombo (RPS),1,0
2009-01-31,BAW Mendis (SL),0,3,0,0,0,-,2,v India,Colombo (RPS),0,0
2009-02-01,SE Marsh (AUS),15,25,28,2,0,53.57,1,v New Zealand,Perth,15,0
2009-02-01,DA Warner (AUS),7,36,18,0,0,38.88,1,v New Zealand,Perth,7,0
2009-02-01,RT Ponting (AUS),5,18,13,0,0,38.46,1,v New Zealand,Perth,5,0
2009-02-01,MJ Clarke (AUS),12,35,27,1,0,44.44,1,v New Zealand,Perth,12,0
2009-02-01,DJ Hussey (AUS),13,34,26,1,0,50,1,v New Zealand,Perth,13,0
2009-02-01,MEK Hussey (AUS),49,99,65,1,1,75.38,1,v New Zealand,Perth,49,0
2009-02-01,BJ Haddin (AUS),31,57,54,1,1,57.4,1,v New Zealand,Perth,31,0
2009-02-01,JR Hopes (AUS),18,35,30,1,0,60,1,v New Zealand,Perth,18,0
2009-02-01,MG Johnson (AUS),20,27,17,3,0,117.64,1,v New Zealand,Perth,20,0
2009-02-01,NW Bracken (AUS),0,4,4,0,0,0,1,v New Zealand,Perth,0,0
2009-02-01,SW Tait (AUS),9*,18,10,2,0,90,1,v New Zealand,Perth,9*,1
2009-02-01,BB McCullum (NZ),0,2,2,0,0,0,2,v Australia,Perth,0,0
2009-02-01,MJ Guptill (NZ),13,47,33,1,1,39.39,2,v Australia,Perth,13,0
2009-02-01,PG Fulton (NZ),7,58,35,1,0,20,2,v Australia,Perth,7,0
2009-02-01,LRPL Taylor (NZ),64,175,97,6,1,65.97,2,v Australia,Perth,64,0
2009-02-01,GD Elliott (NZ),8,43,31,0,0,25.8,2,v Australia,Perth,8,0
2009-02-01,NT Broom (NZ),29,52,50,2,0,58,2,v Australia,Perth,29,0
2009-02-01,KD Mills (NZ),26,55,35,3,0,74.28,2,v Australia,Perth,26,0
2009-02-01,DL Vettori (NZ),7*,26,9,0,0,77.77,2,v Australia,Perth,7*,1
2009-02-01,TG Southee (NZ),3,11,6,0,0,50,2,v Australia,Perth,3,0
2009-02-01,JS Patel (NZ),2*,4,2,0,0,100,2,v Australia,Perth,2*,1
2009-02-01,H Masakadza (ZIM),58,-,56,8,1,103.57,1,v Kenya,Nairobi (Gym),58,0
2009-02-01,V Sibanda (ZIM),5,-,9,1,0,55.55,1,v Kenya,Nairobi (Gym),5,0
2009-02-01,S Matsikenyeri (ZIM),9,-,24,1,0,37.5,1,v Kenya,Nairobi (Gym),9,0
2009-02-01,SC Williams (ZIM),43,-,71,4,0,60.56,1,v Kenya,Nairobi (Gym),43,0
2009-02-01,MN Waller (ZIM),0,-,1,0,0,0,1,v Kenya,Nairobi (Gym),0,0
2009-02-01,E Chigumbura (ZIM),36,-,41,3,1,87.8,1,v Kenya,Nairobi (Gym),36,0
2009-02-01,P Utseya (ZIM),51*,-,47,1,2,108.51,1,v Kenya,Nairobi (Gym),51*,1
2009-02-01,F Mutizwa (ZIM),61,-,45,4,3,135.55,1,v Kenya,Nairobi (Gym),61,0
2009-02-01,AG Cremer (ZIM),4,-,6,1,0,66.66,1,v Kenya,Nairobi (Gym),4,0
2009-02-01,KO Otieno (KENYA),20,-,38,1,1,52.63,2,v Zimbabwe,Nairobi (Gym),20,0
2009-02-01,SR Waters (KENYA),29,-,60,5,0,48.33,2,v Zimbabwe,Nairobi (Gym),29,0
2009-02-01,AA Obanda (KENYA),96*,-,93,7,5,103.22,2,v Zimbabwe,Nairobi (Gym),96*,1
2009-02-01,SO Tikolo (KENYA),3,-,5,0,0,60,2,v Zimbabwe,Nairobi (Gym),3,0
2009-02-01,MA Ouma (KENYA),11,-,30,0,0,36.66,2,v Zimbabwe,Nairobi (Gym),11,0
2009-02-01,CO Obuya (KENYA),14,-,14,2,0,100,2,v Zimbabwe,Nairobi (Gym),14,0
2009-02-01,RR Patel (KENYA),10,-,26,1,0,38.46,2,v Zimbabwe,Nairobi (Gym),10,0
2009-02-01,RL Bhudia (KENYA),8,-,8,1,0,100,2,v Zimbabwe,Nairobi (Gym),8,0
2009-02-01,NN Odhiambo (KENYA),8,-,10,0,1,80,2,v Zimbabwe,Nairobi (Gym),8,0
2009-02-01,HA Varaiya (KENYA),9,-,6,0,0,150,2,v Zimbabwe,Nairobi (Gym),9,0
2009-02-01,PJ Ongondo (KENYA),1,-,4,0,0,25,2,v Zimbabwe,Nairobi (Gym),1,0
2009-02-03,V Sehwag (INDIA),116,165,90,17,0,128.88,1,v Sri Lanka,Colombo (RPS),116,0
2009-02-03,SR Tendulkar (INDIA),7,9,12,0,1,58.33,1,v Sri Lanka,Colombo (RPS),7,0
2009-02-03,G Gambhir (INDIA),10,12,9,2,0,111.11,1,v Sri Lanka,Colombo (RPS),10,0
2009-02-03,Yuvraj Singh (INDIA),117,126,95,17,1,123.15,1,v Sri Lanka,Colombo (RPS),117,0
2009-02-03,MS Dhoni (INDIA),35*,70,45,1,0,77.77,1,v Sri Lanka,Colombo (RPS),35*,1
2009-02-03,SK Raina (INDIA),9,13,14,1,0,64.28,1,v Sri Lanka,Colombo (RPS),9,0
2009-02-03,YK Pathan (INDIA),59*,40,38,4,3,155.26,1,v Sri Lanka,Colombo (RPS),59*,1
2009-02-03,TM Dilshan (SL),31,38,26,4,1,119.23,2,v India,Colombo (RPS),31,0
2009-02-03,ST Jayasuriya (SL),0,4,1,0,0,0,2,v India,Colombo (RPS),0,0
2009-02-03,KC Sangakkara (SL),83,151,82,9,0,101.21,2,v India,Colombo (RPS),83,0
2009-02-03,DPMD Jayawardene (SL),30,53,33,4,0,90.9,2,v India,Colombo (RPS),30,0
2009-02-03,SHT Kandamby (SL),10,13,13,2,0,76.92,2,v India,Colombo (RPS),10,0
2009-02-03,CK Kapugedera (SL),2,6,6,0,0,33.33,2,v India,Colombo (RPS),2,0
2009-02-03,MF Maharoof (SL),22,42,40,1,0,55,2,v India,Colombo (RPS),22,0
2009-02-03,KMDN Kulasekara (SL),3,13,10,0,0,30,2,v India,Colombo (RPS),3,0
2009-02-03,M Muralitharan (SL),0,1,1,0,0,0,2,v India,Colombo (RPS),0,0
2009-02-03,BAW Mendis (SL),8*,18,21,0,0,38.09,2,v India,Colombo (RPS),8*,1
2009-02-03,CRD Fernando (SL),19,20,17,2,1,111.76,2,v India,Colombo (RPS),19,0
2009-02-04,KO Otieno (KENYA),27,-,30,4,1,90,1,v Zimbabwe,Nairobi (Gym),27,0
2009-02-04,SR Waters (KENYA),26,-,46,3,0,56.52,1,v Zimbabwe,Nairobi (Gym),26,0
2009-02-04,AA Obanda (KENYA),3,-,19,0,0,15.78,1,v Zimbabwe,Nairobi (Gym),3,0
2009-02-04,SO Tikolo (KENYA),10,-,25,0,0,40,1,v Zimbabwe,Nairobi (Gym),10,0
2009-02-04,MA Ouma (KENYA),0,-,3,0,0,0,1,v Zimbabwe,Nairobi (Gym),0,0
2009-02-04,CO Obuya (KENYA),75,-,108,4,4,69.44,1,v Zimbabwe,Nairobi (Gym),75,0
2009-02-04,RR Patel (KENYA),0,-,4,0,0,0,1,v Zimbabwe,Nairobi (Gym),0,0
2009-02-04,RL Bhudia (KENYA),40,-,49,6,0,81.63,1,v Zimbabwe,Nairobi (Gym),40,0
2009-02-04,LN Onyango (KENYA),0,-,2,0,0,0,1,v Zimbabwe,Nairobi (Gym),0,0
2009-02-04,PJ Ongondo (KENYA),4,-,4,1,0,100,1,v Zimbabwe,Nairobi (Gym),4,0
2009-02-04,HA Varaiya (KENYA),1*,-,4,0,0,25,1,v Zimbabwe,Nairobi (Gym),1*,1
2009-02-04,H Masakadza (ZIM),84*,-,84,9,1,100,2,v Kenya,Nairobi (Gym),84*,1
2009-02-04,KM Dabengwa (ZIM),0,-,1,0,0,0,2,v Kenya,Nairobi (Gym),0,0
2009-02-04,V Sibanda (ZIM),1,-,5,0,0,20,2,v Kenya,Nairobi (Gym),1,0
2009-02-04,S Matsikenyeri (ZIM),50,-,58,6,0,86.2,2,v Kenya,Nairobi (Gym),50,0
2009-02-04,SC Williams (ZIM),63*,-,64,9,0,98.43,2,v Kenya,Nairobi (Gym),63*,1
2009-02-05,V Sehwag (INDIA),5,13,8,1,0,62.5,1,v Sri Lanka,Colombo (RPS),5,0
2009-02-05,G Gambhir (INDIA),150,214,147,14,1,102.04,1,v Sri Lanka,Colombo (RPS),150,0
2009-02-05,MS Dhoni (INDIA),94,140,96,4,2,97.91,1,v Sri Lanka,Colombo (RPS),94,0
2009-02-05,Yuvraj Singh (INDIA),5,5,6,1,0,83.33,1,v Sri Lanka,Colombo (RPS),5,0
2009-02-05,YK Pathan (INDIA),0,1,1,0,0,0,1,v Sri Lanka,Colombo (RPS),0,0
2009-02-05,SK Raina (INDIA),49*,65,37,4,1,132.43,1,v Sri Lanka,Colombo (RPS),49*,1
2009-02-05,RG Sharma (INDIA),4*,12,6,0,0,66.66,1,v Sri Lanka,Colombo (RPS),4*,1
2009-02-05,TM Dilshan (SL),38,54,45,6,0,84.44,2,v India,Colombo (RPS),38,0
2009-02-05,ST Jayasuriya (SL),27,33,16,1,2,168.75,2,v India,Colombo (RPS),27,0
2009-02-05,KC Sangakkara (SL),56,94,74,4,0,75.67,2,v India,Colombo (RPS),56,0
2009-02-05,DPMD Jayawardene (SL),28,46,40,0,0,70,2,v India,Colombo (RPS),28,0
2009-02-05,SHT Kandamby (SL),10,15,15,0,0,66.66,2,v India,Colombo (RPS),10,0
2009-02-05,CK Kapugedera (SL),16,32,26,0,0,61.53,2,v India,Colombo (RPS),16,0
2009-02-05,AD Mathews (SL),6,8,9,0,0,66.66,2,v India,Colombo (RPS),6,0
2009-02-05,MF Maharoof (SL),28,24,26,4,0,107.69,2,v India,Colombo (RPS),28,0
2009-02-05,KMDN Kulasekara (SL),39*,34,22,4,2,177.27,2,v India,Colombo (RPS),39*,1
2009-02-05,M Muralitharan (SL),0,1,1,0,0,0,2,v India,Colombo (RPS),0,0
2009-02-05,CRD Fernando (SL),9,21,14,1,0,64.28,2,v India,Colombo (RPS),9,0
2009-02-06,DA Warner (AUS),2,10,11,0,0,18.18,1,v New Zealand,Melbourne,2,0
2009-02-06,MJ Clarke (AUS),98,197,133,7,0,73.68,1,v New Zealand,Melbourne,98,0
2009-02-06,BJ Haddin (AUS),12,29,20,1,0,60,1,v New Zealand,Melbourne,12,0
2009-02-06,DJ Hussey (AUS),10,30,22,1,0,45.45,1,v New Zealand,Melbourne,10,0
